id,name,type,kosher,rest_price_level,city,address
80351895,ויוה בר,בתי קפה,FALSE,,חיפה,ורדיה 12
80352788,המנגל,,FALSE,,חיפה,צפרירים 1
80298264,הקובה של אפי,מסעדה עירקית,TRUE,1,חיפה,שער פלמר 2
80352990,רק בשר,מסעדת בשרים,FALSE,2,חיפה,שד' בן גוריון 59
80289442,מאזאט - Mazat,מסעדה ים תיכונית,FALSE,,חיפה,דוד אלעזר 12
80334962,mtokim,גלידריות,FALSE,,חיפה,חיפה
80342761,אצל השמן,,FALSE,,חיפה,ארלוזורוב 4
80327537,דרך האוכל,קייטרינג,TRUE,,חיפה,חניתה 16
6665290,קפאין,בתי קפה,FALSE,,חיפה,שד' הנשיא 125
80328296,Double,גלידריות,FALSE,,חיפה,הנמל 53
80366527,פנג'אן,,FALSE,,חיפה,חיפה
31719560,פלאפל הנשיא,אוכל רחוב,TRUE,1,חיפה,שד' הנשיא 135
80308657,המבשלה בשוק תלפיות,,FALSE,,חיפה,סירקין 27
80320634,אומאמי Umami חיפה - Umami,מסעדה אסייאתית,FALSE,,חיפה,הנמל 15
80360022,Bar-B,,FALSE,,חיפה,חיפה
80323507,כנאפה שפירא,,FALSE,,חיפה,שדרות הנשיא טרומן 121
80289450,simsima סימסימה,מסעדה ים תיכונית,FALSE,,חיפה,נתנזון 19
80368314,קפה ורדי,בתי קפה,FALSE,,חיפה,חיפה
80244434,קפה גרג,בתי קפה,TRUE,1,חיפה,דרך בר יהודה 111
80329988,וולקנו מטבח של אמא,,FALSE,,חיפה,החלוץ 3
80368298,הדר מרגריטה,פיצריות,FALSE,,חיפה,חיפה
80338492,tentai sushi delivery,מטבח ביתי,FALSE,,חיפה,חיפה
80369759,שווארמה סופמן,חומוסייה,FALSE,,חיפה,נתנזון 26
80328679,Kabareet,פאבים וברים,FALSE,,חיפה,הזגג
80296221,מנדרין,בתי קפה,TRUE,,חיפה,שד' ההסתדרות 55
80042921,ארומה - אספרסו בר,בתי קפה,FALSE,1,חיפה,השיש
80325008,עד העצם אקספרס,מסעדת בשרים,FALSE,,חיפה,שד' ההסתדרות 248
80194971,גארדן - garden,מסעדה ים תיכונית,FALSE,1,חיפה,שד' בן גוריון 43
80358262,קונטראבאסטה,,FALSE,,חיפה,חיפה
80014678,ארומה - אספרסו בר,בתי קפה,FALSE,1,חיפה,דרך שמחה גולן 64
80215646,קונדיטורית אייל,קונדיטוריה ומאפיות,TRUE,1,חיפה,חלוצי התעשייה 92
14629020,גולד פיש - Gold Fish,מסעדת דגים,FALSE,1,חיפה,זיסו 26
80265716,מסעדת אבו שקארה,מסעדה מזרחית,FALSE,,חיפה,גרינבוים יצחק 18
80334237,shisu,מטבח ביתי,FALSE,,חיפה,חיפה
80297312,דולסה,קונדיטוריה ומאפיות,TRUE,,חיפה,דרך הים 6
80324009,מיסטר פרצעל,,FALSE,,חיפה,דרך שמחה גולן 54
80242715,cofix,בתי קפה,TRUE,1,חיפה,נתנזון 18
