dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,place_id,name,rating,price_level,user_ratings_total,website,city,street,street_number,full_address,geo_location,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday
True,,,,,,True,,,,True,,,ChIJkfumBAq7HRURKID2Pij30i4,רונזו - Ronz'o,3.5,,6,True,חיפה,מחניים,8,"מחניים 8, חיפה","{'lat': 32.8036611, 'lng': 34.9857118}","[690, 1320]","[690, 1320]","[690, 1320]","[690, 1320]","[690, 1320]","[690, 1320]","[720, 1380]",690.0,1320.0,True
True,,True,True,False,True,True,True,,True,True,True,,ChIJHbnMWai7HRUR7eSVTb8coAk,איזבלה,4.1,2.0,1016,True,חיפה,מחניים,8,"מחניים 8, חיפה","{'lat': 32.803735, 'lng': 34.985765}","[-1, -1]","[720, 1260]","[720, 1260]","[720, 1260]","[720, 1320]","[720, 1320]","[720, 1260]",575.8,1019.8,True
True,True,True,True,True,True,True,True,True,True,True,True,,ChIJRzF-RKi7HRURIY65zZEHQzc,לנדוור,3.9,2.0,1427,True,חיפה,שדרות הנשיא,134,"שדרות הנשיא 134, חיפה","{'lat': 32.803255899999996, 'lng': 34.98568840000001}","[480, 1380]","[480, 1380]","[480, 1380]","[480, 1380]","[480, 1440]","[480, 1560]","[480, 1440]",480.0,1392.0,True
True,True,True,,,,,True,,,True,,,ChIJEYuthny7HRUR0J-5hciiIAI,אקלאתי,4.8,,28,True,Haifa,Ha-Bikurim St,2,"Ha-Bikurim St 2, Haifa","{'lat': 32.8026225, 'lng': 34.9854308}","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[-1, -1]",600.0,1200.0,True
True,True,True,True,,,True,True,,True,True,True,False,ChIJCx_BA4-7HRUR6pPUURlfTA4,זוס - ZUS,4.4,,273,True,חיפה,שדרות הנשיא,134,"שדרות הנשיא 134, חיפה","{'lat': 32.80316450000001, 'lng': 34.98572610000001}","[-1, -1]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",575.8,1151.8,True
True,True,True,True,False,True,True,True,True,True,True,True,,ChIJN1tk9xq7HRUR5IUwgPBZNX4,BBB חיפה,4.0,2.0,1792,True,חיפה,שדרות הנשיא,134,"שדרות הנשיא 134, חיפה","{'lat': 32.8032586, 'lng': 34.9858432}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1500]","[720, 1500]","[720, 1440]",720.0,1452.0,True
True,,True,True,,,,,,True,,False,,ChIJGZzqVai7HRUR9Z2M5YoDa6A,קנטינה סושיאל,4.7,2.0,283,True,חיפה,מחניים,4,"מחניים 4, חיפה","{'lat': 32.803595, 'lng': 34.986221}","[1170, 1440]","[1170, 1440]","[1170, 1440]","[1170, 1440]","[1170, 1440]","[-1, -1]","[1200, 1500]",1170.0,1440.0,False
True,True,,,,,,,,,True,,True,ChIJf_AH5Tu7HRURnJUan3H-Knk,בורקס אלי-ה,4.6,,16,False,חיפה,דרך הים,3,"דרך הים 3, חיפה","{'lat': 32.803891, 'lng': 34.98660479999999}",,,,,,,,,,
True,True,,,,,,,,,True,,True,ChIJ1ce3iJy7HRUR-IoBswFrkE8,הירושלמי | מטבח ביתי,5.0,,32,False,חיפה,דרך הים,3,"דרך הים 3, חיפה","{'lat': 32.803891, 'lng': 34.98660479999999}","[660, 1050]","[660, 1050]","[660, 1050]","[660, 1050]","[660, 1050]","[540, 840]","[-1, -1]",660.0,1050.0,False
True,True,,,,,,,,,True,True,,ChIJm-KcAqm7HRURngyJ2GN1eJo,פיצה מאנצ' חיפה,3.8,,538,True,חיפה,דרך הים,3,"דרך הים 3, חיפה","{'lat': 32.803891, 'lng': 34.98660479999999}","[690, 1590]","[690, 1590]","[690, 1590]","[690, 1590]","[690, 1620]","[690, 1740]","[690, 1620]",690.0,1596.0,True
True,False,True,True,,,,,,True,True,True,,ChIJH2VwFqm7HRURUybQo6l8ygc,סליק - בר (מרכז הכרמל),4.0,2.0,1222,True,חיפה,שדרות הנשיא,124,"שדרות הנשיא 124, חיפה","{'lat': 32.80446620000001, 'lng': 34.9868507}",,,,,,,,,,
True,True,False,False,,,,True,True,False,True,,True,ChIJ2a6eTai7HRURk-CW8El8OdY,פלאפל הנשיא,4.6,1.0,594,True,חיפה,שדרות הנשיא,135,"שדרות הנשיא 135, חיפה","{'lat': 32.8028523, 'lng': 34.9862937}","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[600, 1200]","[570, 960]","[-1, -1]",600.0,1200.0,False
True,,,,,,,True,,,True,,,ChIJQUtDJQS7HRURllrnYW6qjY8,Nona's Künafe,5.0,,5,False,חיפה,דרך הים,1,"דרך הים 1, חיפה","{'lat': 32.8040463, 'lng': 34.9867961}","[630, 1440]","[630, 1440]","[630, 1440]","[630, 1560]","[690, 1560]","[630, 1560]","[630, 1560]",642.0,1488.0,True
True,True,True,,,,True,True,,,True,,,ChIJ5TjDRcq7HRURIcXUt5VKdJs,קבב ג'י - Kababji,3.6,,52,True,חיפה,שדרות הנשיא,130,"שדרות הנשיא 130, חיפה","{'lat': 32.80356890000001, 'lng': 34.9866844}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1560]","[660, 1650]","[720, 1440]",660.0,1464.0,True
True,True,,False,,False,True,True,,False,True,True,,ChIJFwOFqqm7HRURA_A5lJEPZh4,שווארמה בילי חיפה,4.3,1.0,533,True,חיפה,שדרות הנשיא,130,"שדרות הנשיא 130, חיפה","{'lat': 32.80356890000001, 'lng': 34.9866844}","[630, 1410]","[630, 1410]","[630, 1410]","[630, 1410]","[630, 1410]","[630, 1590]","[720, 1410]",630.0,1410.0,True
True,False,True,True,,,,,,True,,,,ChIJPWc9Lqm7HRURWNTro5rlmaM,ארצ'יס פאב Archie's pub,4.6,,269,True,חיפה,שדרות הנשיא,116,"שדרות הנשיא 116, חיפה","{'lat': 32.805635, 'lng': 34.9872333}","[-1, -1]","[1200, 1620]","[1200, 1620]","[1200, 1620]","[1200, 1620]","[-1, -1]","[-1, -1]",959.8,1295.8,False
True,,,,,,,,,,True,,,ChIJh-0zzq67HRURWdqBu1xMzn8,"טאבון בגן האם,פיצות בטאבון בחיפה Pizza",4.5,,4,False,חיפה,שדרות הנשיא,116,"שדרות הנשיא 116, חיפה","{'lat': 32.805635, 'lng': 34.9872333}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 900]","[1080, 1440]",660.0,1440.0,True
True,,True,,,,True,,,,True,,,ChIJ_aeckmO7HRURtF2_31R8njI,פיצה סילביה,4.8,,98,True,חיפה,שדרות הנשיא,133,"שדרות הנשיא 133, חיפה","{'lat': 32.8031085, 'lng': 34.98669690000001}","[690, 1380]","[690, 1380]","[690, 1380]","[690, 1380]","[690, 1380]","[660, 900]","[1200, 1380]",690.0,1380.0,False
True,False,,False,True,True,True,True,,False,False,True,,ChIJDydPdyW7HRUREidUIiXefiY,סודוך חיפה - מילה חדשה בעברית,4.6,1.0,1012,True,חיפה,שדרות הנשיא,133,"שדרות הנשיא 133, חיפה","{'lat': 32.8031085, 'lng': 34.98669690000001}","[540, 1710]","[540, 1710]","[540, 1710]","[540, 1710]","[540, 1710]","[540, 960]","[1080, 1740]",540.0,1710.0,True
True,False,True,True,,,True,True,,True,,,,ChIJu0tadAe7HRUR-CWZGKaq1Ok,הדב- דינר קלאב,4.2,2.0,841,True,חיפה,שדרות הנשיא,135,"שדרות הנשיא 135, חיפה","{'lat': 32.8029022, 'lng': 34.986618}","[1080, 1440]","[1080, 1440]","[1080, 1440]","[1080, 1440]","[1080, 1530]","[1080, 1530]","[1080, 1440]",1080.0,1458.0,True
True,True,,,,,,,,,True,,True,ChIJ8yxLFO-7HRUR4YCroabUe9Q,י,5.0,,1,False,חיפה,שדרות הנשיא,126,"שדרות הנשיא 126, חיפה","{'lat': 32.8041827, 'lng': 34.9871241}","[0, 1440]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",-0.8,287.2,False
True,,,,,,,,,,True,True,,ChIJMQoLD4q7HRUR_IbtFMJaiqE,דונטלה כרמל,5.0,,5,True,חיפה,שדרות הנשיא,126,"שדרות הנשיא 126, חיפה","{'lat': 32.8041827, 'lng': 34.9871241}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1560]","[660, 1560]","[660, 1560]","[660, 1560]",660.0,1488.0,True
True,True,True,True,True,True,True,True,True,False,True,True,,ChIJEQR7ram7HRURVM9NBRbeP90,חומוס ברדיצ'ב,4.6,1.0,1561,True,חיפה,שדרות ודג'ווד,1,"שדרות ודג'ווד 1, חיפה","{'lat': 32.8030034, 'lng': 34.98675050000001}","[660, 1050]","[660, 1050]","[660, 1050]","[660, 1050]","[660, 1350]","[540, 840]","[-1, -1]",660.0,1110.0,False
True,True,,True,False,False,,True,False,False,True,,,ChIJLePNq6m7HRURACOXCs55PrA,רובן כרמל Ruben,4.4,2.0,1583,True,חיפה,שדרות הנשיא,131,"שדרות הנשיא 131, חיפה","{'lat': 32.803347, 'lng': 34.98691809999999}","[660, 1500]","[660, 1500]","[660, 1500]","[660, 1500]","[660, 1500]","[660, 900]","[1155, 1500]",660.0,1500.0,False
True,True,True,True,False,False,True,True,True,True,True,True,,ChIJLePNq6m7HRUR0RSsOGzlFAo,ג'ירף אוכל אסייתי,4.3,2.0,2014,True,חיפה,,,"131 Hanasi BLV, חיפה","{'lat': 32.8034221, 'lng': 34.9869677}","[720, 1320]","[720, 1320]","[720, 1380]","[720, 1380]","[720, 1410]","[720, 1380]","[720, 1380]",720.0,1362.0,True
True,True,True,True,False,,True,True,,,True,,True,ChIJ1ckPB6m7HRURPe5Y9gJpJnM,Zesty זסטי מרכז הכרמל ״כשר״,4.2,2.0,558,True,חיפה,שדרות הנשיא,129,"שדרות הנשיא 129, חיפה","{'lat': 32.8034734, 'lng': 34.9870211}","[660, 1560]","[660, 1560]","[660, 1560]","[660, 1560]","[660, 1560]","[660, 900]","[1080, 1560]",660.0,1560.0,True
True,True,,False,False,False,True,True,True,False,True,False,True,ChIJF7JqB6m7HRUR2YeK-h71tPw,ווק סטריט - wok street,4.1,2.0,606,True,חיפה,שדרות הנשיא,129,"שדרות הנשיא 129, חיפה","{'lat': 32.8034003, 'lng': 34.9871101}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 930]","[1215, 1440]",660.0,1440.0,False
True,True,,,True,,,,,,True,True,True,ChIJLePNq6m7HRURL6X8B6IecSE,הקונדיטוריה של גל,4.3,2.0,1853,True,חיפה,שדרות הנשיא,131,"שדרות הנשיא 131, חיפה","{'lat': 32.8031044, 'lng': 34.9870605}","[300, 1200]","[300, 1200]","[300, 1200]","[300, 1200]","[300, 1200]","[300, 900]","[-1, -1]",300.0,1200.0,False
True,,,,,,,,,,,True,,ChIJgYF1Kga7HRURsbOeCtHEzqQ,וילה כרמל,4.1,,515,True,חיפה,Heinrich Heine,1,"Heinrich Heine 1, חיפה","{'lat': 32.7992985, 'lng': 34.9840525}",,,,,,,,,,
True,True,True,True,False,False,True,True,True,True,True,,,ChIJmy7a9NKwHRURXtQyh9rm_XM,ג׳פניקה חיפה | JAPANIKA HAIFA,4.0,2.0,3192,True,חיפה,שדרות הנשיא,122,"שדרות הנשיא 122, חיפה","{'lat': 32.804688, 'lng': 34.987640999999996}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",720.0,1440.0,True
True,False,True,True,True,True,True,True,True,True,True,True,,ChIJPY4QB6m7HRURldgNlrxrtrg,מנדרין מרכז הכרמל,4.0,2.0,2076,True,חיפה,שדרות הנשיא,129,"שדרות הנשיא 129, חיפה","{'lat': 32.8033599, 'lng': 34.9873123}","[510, 1440]","[510, 1440]","[510, 1440]","[510, 1440]","[510, 1500]","[480, 1560]","[510, 1440]",510.0,1452.0,True
True,True,True,True,True,True,True,True,,True,True,True,,ChIJq7I66067HRURrbcT1Xz8tP8,לואיזה,4.0,2.0,420,True,חיפה,שדרות הנשיא,119,"שדרות הנשיא 119, חיפה","{'lat': 32.804922, 'lng': 34.98787459999999}","[510, 1410]","[510, 1410]","[510, 1410]","[510, 1410]","[510, 1410]","[480, 1410]","[510, 1410]",510.0,1410.0,True
True,,,,,,,True,,,True,,,ChIJobyOn0q7HRUR1Ldg4_d0eIg,Knafe Shapira Street Kitchen,5.0,,1,True,חיפה,שדרות הנשיא,121,"שדרות הנשיא 121, חיפה","{'lat': 32.8044886, 'lng': 34.9878134}",,,,,,,,,,
True,True,True,True,False,True,True,True,True,True,True,True,True,ChIJX5wxVQ-7HRURJLhDG5qS5V4,צפרירים 1,4.5,2.0,2964,True,חיפה,צפרירים,1,"צפרירים 1, חיפה","{'lat': 32.7968544, 'lng': 34.983835}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1530]","[720, 1560]","[720, 1440]",720.0,1458.0,True
True,,,,,,,True,,,True,,,ChIJ93rLqgi7HRUR7cD8nRoUMdE,סבתא,4.6,,17,False,חיפה,צפרירים,2,"צפרירים 2, חיפה","{'lat': 32.7970944, 'lng': 34.9838614}",,,,,,,,,,
True,True,,,True,True,True,True,True,,True,True,,ChIJIZ_Lqgi7HRURcoxuXZchYgM,סבתא | SAVTA sandwich shop HFA,4.7,2.0,1023,True,Haifa,Tsafririm Street,2,"IL 3448602, Tsafririm Street 2, Haifa","{'lat': 32.7970944, 'lng': 34.9838614}","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 960]","[660, 1380]",540.0,1380.0,True
True,,,,,,,True,,,True,,,ChIJIZ_Lqgi7HRURoLlINRKEPf0,מסעדת צ'ארלי,4.0,,1,False,חיפה,צפרירים,2,"צפרירים 2, חיפה","{'lat': 32.7970944, 'lng': 34.9838614}","[630, 1350]","[630, 1350]","[630, 1350]","[630, 1350]","[630, 1350]","[600, 900]","[-1, -1]",630.0,1350.0,False
True,,,True,,,True,True,,True,True,True,True,ChIJD7DPSu67HRURc1jtr0DW7Aw,מנגל - MANGAL - כשר,4.8,,217,True,חיפה,שדרות מוריה,54,"שדרות מוריה 54, חיפה","{'lat': 32.7967937, 'lng': 34.9838793}","[690, 1350]","[690, 1290]","[690, 1290]","[690, 1290]","[690, 1290]","[690, 885]","[-1, -1]",690.0,1302.0,False
True,,,False,,,,True,,False,True,,,ChIJX-eiABm7HRUR5JOHGd4qosY,Fifty Two 52,4.7,,38,False,חיפה,שדרות מוריה,52,"שדרות מוריה 52, חיפה","{'lat': 32.7970997, 'lng': 34.9840392}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]",660.0,1440.0,True
True,True,,False,,True,True,True,,False,,,,ChIJCYem6bm7HRURp73Ej202KLU,Shawarma 52 crazy taboon,4.4,,89,True,חיפה,שדרות מוריה,52,"שדרות מוריה 52, חיפה","{'lat': 32.7970997, 'lng': 34.9840392}","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1260]","[660, 1320]",660.0,1320.0,True
True,,,False,,,True,True,,False,True,True,,ChIJofRUAQa7HRUR51gRZr2Y75M,בורקס העגלה,4.2,,587,False,חיפה,שדרות מוריה,52,"שדרות מוריה 52, חיפה","{'lat': 32.7971057, 'lng': 34.9840666}","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1740]","[480, 1740]","[480, 1560]",480.0,1596.0,True
True,,True,True,,,True,,,True,,,,ChIJNQsx-gW7HRURC6yhxCVYW60,בר סטלה,4.3,2.0,322,False,חיפה,הירקון,1,"הירקון 1, חיפה","{'lat': 32.7960417, 'lng': 34.9842368}","[720, 1560]","[720, 1560]","[720, 1560]","[720, 1560]","[720, 1560]","[720, 1560]","[720, 1500]",720.0,1560.0,True
True,,,False,,,,True,True,False,True,,,ChIJi1Y_-wW7HRURpnVElzr6HcA,סביח ופלאפל Falafel,4.7,,415,True,חיפה,שדרות מוריה,58,"שדרות מוריה 58, חיפה","{'lat': 32.796323, 'lng': 34.9843125}","[630, 1080]","[630, 1080]","[630, 1080]","[630, 1080]","[630, 1080]","[630, 900]","[-1, -1]",630.0,1080.0,False
True,True,True,True,,True,True,True,True,True,True,True,,ChIJXVJP5QW7HRURb3CMMIzUbXE,אום כולתום,4.4,2.0,1573,True,חיפה,שדרות מוריה,60,"שדרות מוריה 60, חיפה","{'lat': 32.796119, 'lng': 34.9844197}","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]","[690, 1350]",690.0,1350.0,True
True,,,,,,,,,,True,,,ChIJWUFLu4e7HRURDWaJBnlw2Wo,צ'וקה חיפה רחוב מוריה,5.0,,1,True,חיפה,שדרות מוריה,43,"שדרות מוריה 43, חיפה","{'lat': 32.7978187, 'lng': 34.9847264}","[665, 944]","[665, 944]","[665, 944]","[665, 944]","[665, 944]","[450, 510]","[665, 944]",665.0,944.0,True
True,True,True,True,True,,True,True,,True,True,True,True,ChIJm1NlOKy7HRURXOlJ5pErmMk,Bet33,4.4,,60,False,חיפה,שדרות מוריה,33,"שדרות מוריה 33, חיפה","{'lat': 32.799179, 'lng': 34.9850454}","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1560]","[480, 1560]",480.0,1560.0,True
True,,,,,,,,,,True,,,ChIJU_F4G9W2AhURQhPofjdhoS4,ספורט קירית אונו,5.0,,1,False,חיפה,הספורט,9,"הספורט 9, חיפה","{'lat': 32.7993979, 'lng': 34.9864442}",,,,,,,,,,
,,,,,,,,,,,True,,ChIJnc0AeQe7HRUR9U3aKX5_tfY,מועדון הספורט מכבי,4.1,,958,True,חיפה,ביכורים,19,"ביכורים 19, חיפה","{'lat': 32.8009643, 'lng': 34.9865074}","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1020]","[420, 1020]",360.0,1320.0,True
True,True,True,False,,,,True,,False,True,,,ChIJO3xIGBq7HRUR8B2ZyIZk9cw,דלי בגט,3.8,,146,False,חיפה,,,Israel,"{'lat': 32.7873036, 'lng': 34.98530179999999}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[720, 960]","[-1, -1]",660.0,1440.0,False
True,True,,,,,,,,,True,True,,ChIJpTB9ORq7HRUR3b1Xb0sT59E,פאפא ג׳ונס חיפה,4.0,,586,True,חיפה,,,"Moria 132, חיפה","{'lat': 32.787552, 'lng': 34.985494}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",720.0,1440.0,True
True,False,True,True,,,,,,True,True,False,True,ChIJFSf0ORq7HRURZQRha_H07UQ,בראון חיפה בר ומסעדה,4.3,2.0,765,True,חיפה,שדרות מוריה,131,"שדרות מוריה 131, חיפה","{'lat': 32.787574, 'lng': 34.985926}","[1080, 1800]","[1080, 1800]","[1080, 1800]","[1080, 1800]","[1080, 1800]","[1080, 1800]","[1080, 1800]",1080.0,1800.0,True
True,True,True,True,,,True,True,,True,True,True,,ChIJVRYknr27HRURFrLaIFbhFFg,Mambo Milano ממבו מילאנו,4.2,2.0,994,True,חיפה,שדרות מוריה,127,"שדרות מוריה 127, חיפה","{'lat': 32.7877501, 'lng': 34.9861851}","[1080, 1410]","[1080, 1410]","[1080, 1410]","[1080, 1410]","[1080, 1500]","[720, 1500]","[720, 1440]",1080.0,1428.0,True
True,True,True,True,False,True,True,True,True,True,True,True,False,ChIJfeF7kBm7HRURe21YMWm2_FY,ששון הבר באחוזה,4.3,2.0,2013,True,חיפה,חורב,10,"חורב 10, חיפה","{'lat': 32.7857389, 'lng': 34.98573330000001}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",720.0,1440.0,True
True,,True,True,True,True,True,True,True,True,True,True,,ChIJPXAzHhu7HRUR9qzZLGt_ztY,גרג קיטשן,4.1,2.0,1149,True,חיפה,שדרות מוריה,110,"שדרות מוריה 110, חיפה","{'lat': 32.7897764, 'lng': 34.9862015}","[480, 1435]","[480, 1435]","[480, 1435]","[480, 1435]","[480, 1435]","[480, 1435]","[480, 1435]",480.0,1435.0,True
True,,True,,True,True,True,True,True,,True,True,,ChIJW_JUlxm7HRURDdsXJboxBMc,ביגה חיפה,4.2,2.0,888,True,חיפה,חורב,12,"חורב 12, חיפה","{'lat': 32.785559, 'lng': 34.985782}","[480, 1290]","[480, 1290]","[480, 1290]","[480, 1290]","[480, 1290]","[480, 810]","[-1, -1]",480.0,1290.0,False
True,True,True,True,False,False,True,True,True,True,True,True,True,ChIJR45HHhu7HRURXbGEVfHmA3c,קניבר בורגר מוריה,4.1,2.0,839,True,חיפה,שדרות מוריה,110,"שדרות מוריה 110, חיפה","{'lat': 32.789767, 'lng': 34.9863569}","[690, 1410]","[690, 1410]","[690, 1410]","[690, 1410]","[690, 1410]","[690, 1410]","[690, 1410]",690.0,1410.0,True
True,,True,True,True,True,True,True,True,True,True,,,ChIJyUfCqhu7HRURSXjTOeBjbvs,"סילבה קפה בע""מ",4.4,2.0,905,True,חיפה,שדרות מוריה,120,"שדרות מוריה 120, חיפה","{'lat': 32.7886642, 'lng': 34.98651239999999}","[420, 1320]","[420, 1320]","[420, 1320]","[420, 1320]","[420, 1320]","[420, 1320]","[480, 1320]",420.0,1320.0,True
True,True,,,,,,,,,True,True,,ChIJL4CnIBu7HRURQlX3rIihFeU,דומינוס פיצה חיפה - סניף מוריה,3.6,2.0,250,True,חיפה,שדרות מוריה,108,"שדרות מוריה 108, חיפה","{'lat': 32.7902159, 'lng': 34.9863993}","[720, 1615]","[720, 1615]","[720, 1615]","[720, 1615]","[720, 1615]","[720, 1615]","[720, 1615]",720.0,1615.0,True
True,True,,False,,,,True,,False,True,True,False,ChIJBfLPie67HRURmrigRMrvH94,הטאבון של אמא,4.8,,100,True,חיפה,חורב,16,"חורב 16, חיפה","{'lat': 32.78510170000001, 'lng': 34.985932700000006}","[570, 990]","[570, 990]","[570, 990]","[570, 990]","[570, 990]","[630, 930]","[-1, -1]",570.0,990.0,False
True,True,True,False,,,,True,True,False,True,True,,ChIJc5M6cuq6HRURyO4vnw3jjTw,פיצה פדאל חיפה,4.2,1.0,119,True,חיפה,חורב,16,"חורב 16, חיפה","{'lat': 32.78510170000001, 'lng': 34.985932700000006}","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[-1, -1]","[1170, 1440]",720.0,1440.0,False
True,,,False,,,,True,True,False,True,True,,ChIJDQdjohm7HRUR90r8rkGLF10,פלאפל הנשיא חורב,4.6,1.0,298,True,חיפה,חורב,16,"חורב 16, חיפה","{'lat': 32.7849578, 'lng': 34.986061}","[660, 1230]","[660, 1230]","[660, 1230]","[660, 1230]","[660, 1230]","[660, 1230]","[-1, -1]",660.0,1230.0,True
True,True,True,True,,,,,True,True,True,False,True,ChIJjwveHhu7HRUROIRLhl1YTnA,בר מסעדה הדיוק,4.5,2.0,2767,True,חיפה,שדרות מוריה,107,"שדרות מוריה 107, חיפה","{'lat': 32.7896145, 'lng': 34.9868635}","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1500]","[720, 1560]","[720, 1560]","[720, 1500]",720.0,1512.0,True
True,True,True,True,True,True,True,True,True,True,True,True,True,ChIJ1Ys3GAa7HRURqJa0dtWvCO4,מוריה,4.2,2.0,643,True,חיפה,שדרות מוריה,105,"שדרות מוריה 105, חיפה","{'lat': 32.7904654, 'lng': 34.9866915}","[600, 1020]","[600, 1020]","[600, 1020]","[600, 1320]","[600, 1320]","[600, 960]","[600, 1320]",600.0,1140.0,True
True,True,,False,,,True,True,,False,True,,True,ChIJodwxQsS7HRURW7XTcHlvtas,ההמבורגר של הדיקטטור - כרמל,4.5,,210,True,חיפה,שדרות מוריה,105,"שדרות מוריה 105, חיפה","{'lat': 32.7905745, 'lng': 34.9866816}","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1440]","[660, 1560]","[660, 1560]","[720, 1440]",660.0,1464.0,True
True,,False,False,False,False,True,True,,False,True,True,,ChIJl4EbrBm7HRURp3vbBm1nQ6s,שווארמה קטנה וטעימה,4.1,,775,True,חיפה,גת,4,"גת 4, חיפה","{'lat': 32.7843424, 'lng': 34.98609920000001}","[660, 1080]","[660, 1080]","[660, 1080]","[660, 1080]","[660, 1080]","[660, 840]","[-1, -1]",660.0,1080.0,False
True,,True,,,,True,True,,,True,,,ChIJhWFuw2W7HRUR5-YxnJyfGp4,BP ביסטרו כשר,2.5,,2,False,חיפה,חורב,15,"חורב 15, חיפה","{'lat': 32.7845021, 'lng': 34.9870281}",,,,,,,,,,
True,True,True,True,,,True,True,,True,True,True,,ChIJdzyKmOW7HRUReMTmq_eBJ9I,KING KONG קינג קונג מרכז חורב,4.5,,273,True,חיפה,חורב,15,"חורב 15, חיפה","{'lat': 32.7847763, 'lng': 34.98729420000001}","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True
True,True,True,True,False,,True,True,,True,True,True,,ChIJp0Vy02S7HRUR26B8y0P2uzE,BP -חורב,4.7,2.0,1348,True,חיפה,חורב,15,"חורב 15, חיפה","{'lat': 32.7848169, 'lng': 34.9873425}","[690, 1380]","[690, 1380]","[690, 1380]","[690, 1380]","[690, 1440]","[690, 840]","[1230, 1440]",690.0,1392.0,False
True,True,,,,,,,,,True,True,,ChIJ8XU_Cxm7HRURTwK9oGyzYUI,עגבניה,3.1,2.0,143,True,חיפה,חורב,15,"חורב 15, חיפה","{'lat': 32.7846766, 'lng': 34.9873124}","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[630, 900]","[1110, 1410]",660.0,1380.0,False
True,,True,,,,True,True,,,True,True,,ChIJmdW7Oz67HRURa7L_fpc5d6s,מסעדת אבו שקארה,3.9,,30,True,חיפה,גרינבוים,18,"מועדון ספורט דניה, גרינבוים 18, חיפה","{'lat': 32.7690964, 'lng': 34.9915314}","[-1, -1]","[540, 1080]","[540, 1080]","[540, 1080]","[540, 1080]","[540, 1080]","[540, 1080]",431.8,863.8,True
True,,,False,,,True,True,,False,True,True,,ChIJhRREwM67HRURwLmGxUh-gAk,שווארמה ג'יבלי,4.1,,1506,True,חיפה,דרך יפו,135,"דרך יפו 135, חיפה","{'lat': 32.82666669999999, 'lng': 34.9877778}","[600, 1620]","[600, 1620]","[600, 1620]","[600, 1620]","[600, 1620]","[600, 900]","[1080, 1620]",600.0,1620.0,True
True,,,,,,,True,,,True,,,ChIJJ2tEwM67HRURZy8e5Ncft8o,"ג'יבלי מסעדות (2003) בע""מ",4.5,,16,False,חיפה,דרך יפו,134,"דרך יפו 134, חיפה","{'lat': 32.8266321, 'lng': 34.987807}","[600, 1320]","[600, 1320]","[600, 1320]","[600, 1320]","[600, 1320]","[600, 960]","[-1, -1]",600.0,1320.0,False
True,True,,,,,,,,,True,,,ChIJLf-2XXG7HRURvYH7Hi4reTM,שיפודי גנאם,5.0,,2,False,חיפה,תל אביב,12,"תל אביב 12, חיפה","{'lat': 32.8253467, 'lng': 34.988023}","[-1, -1]","[780, 1320]","[780, 1320]","[780, 1320]","[780, 1320]","[780, 1320]","[780, 1320]",623.8,1055.8,True
