dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,place_id,name,rating,price_level,user_ratings_total,website,city,street,street_number,full_address,geo_location,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday
True,,,False,,,,,,False,True,,,ChIJH3tK0-i1HRURj8m4Wo1OAu8,الزاوية الشهية,5.0,,8,True,שפרעם,מחמוד דרוויש,,"מחמוד דרוויש, שפרעם","{'lat': 32.7986117, 'lng': 35.1707343}","[-1, -1]","[960, 1320]","[960, 1320]","[960, 1320]","[960, 1320]","[960, 1320]","[960, 1320]",767.8,1055.8,True
,,,,,,,,,,,,,ChIJmadDKyO1HRUReufWS5uneQw,פריד ענבתאוי בוטיק,4.8,,64,True,שפרעם,מחמוד דרוויש,242,"מחמוד דרוויש 242, שפרעם","{'lat': 32.7979812, 'lng': 35.17078389999999}","[720, 1440]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]",576.0,1440.0,True
True,True,,,,,,,,,True,,False,ChIJIVxDgdu1HRURmsbLbHR-xmo,Fresca,5.0,,7,False,שפרעם,מחמוד דרוויש,242,"מחמוד דרוויש 242, שפרעם","{'lat': 32.7980071, 'lng': 35.170889}","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]",600.0,1440.0,True
True,,,,,,,,,,True,,,ChIJTdCQKei1HRURsq50LMV91JI,Ahmad Mahroum Sweets,4.2,,5,True,שפרעם,,,שפרעם,"{'lat': 32.8015098, 'lng': 35.1708078}","[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]","[540, 1320]","[600, 1350]",600.0,1350.0,True
True,,,,,,,,,,True,,,ChIJzTkp2b67HRURaz42naeIcNw,Juicy,2.8,,11,False,Haifa,,,"Институт океанографии, תל שקמונה","{'lat': 32.8256161, 'lng': 34.9577888}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJGzK4ppG7HRURhXlIaI_a-tk,קפה ומתוק 2007,4.5,,2,False,חיפה,דרך צרפת,63,"דרך צרפת 63, חיפה","{'lat': 32.8216218, 'lng': 34.9639689}","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[480, 1020]","[540, 1320]",540.0,1320.0,True
True,,,,,,,,,,,,,ChIJ4c3HMoK7HRUR5K0N_rHEK0E,מזנון כרמל ים,5.0,,1,False,חיפה,"אצ""ל",1,"אצ""ל 1, חיפה","{'lat': 32.81286960000001, 'lng': 34.9577046}","[420, 1380]","[420, 1380]","[420, 1380]","[420, 1380]","[420, 1380]","[420, 1020]","[840, 1320]",420.0,1380.0,True
True,,,,,,,,,,,,,ChIJMVi3YsK7HRURHsCELxvT69s,מזנון מרים,5.0,,5,True,חיפה,רציף פנחס מרגולין,,"רציף פנחס מרגולין, חיפה","{'lat': 32.8324672, 'lng': 34.97336440000001}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJdfCc4b27HRURExZO52ZSkQg,Наше Кафе,4.0,,1,False,חיפה,טשרניחובסקי,35,"טשרניחובסקי 35, חיפה","{'lat': 32.81992059999999, 'lng': 34.9743882}","[390, 1350]","[480, 1380]","[420, 1380]","[420, 1380]","[420, 1380]","[480, 1380]","[480, 1380]",426.0,1374.0,True
True,True,,True,True,True,,True,True,True,True,True,True,ChIJeQLCyNq7HRURdBMbaUmmwAo,ריף קפה מהדרין,5.0,,20,False,חיפה,שדרות ההגנה,20,"שדרות ההגנה 20, חיפה","{'lat': 32.8303674, 'lng': 34.9768909}","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[480, 900]","[-1, -1]",480.0,1080.0,False
True,False,,False,,,,,,False,,,,ChIJ9cLzuXm7HRURs6B9N0-4l_8,HaMelech Sha'ul,4.0,,20,False,חיפה,המלך דוד,1,"המלך דוד 1, חיפה","{'lat': 32.8063994, 'lng': 34.95999159999999}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJs3qndLy7HRURWAn99EKROrg,מפגש נשנש,4.6,,37,False,חיפה,טשרניחובסקי,7,"טשרניחובסקי 7, חיפה","{'lat': 32.8172988, 'lng': 34.9780273}","[420, 1440]","[420, 1440]","[420, 1440]","[420, 1440]","[420, 1440]","[420, 960]","[1140, 1440]",420.0,1440.0,False
True,False,,False,True,True,True,True,True,False,True,True,,ChIJ-b2SsXu7HRURUisXO5sArAg,ארומה,4.0,2.0,1165,True,חיפה,שדרות ההגנה,4,"שדרות ההגנה 4, חיפה","{'lat': 32.8031947, 'lng': 34.958534}","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1320]","[360, 1080]","[420, 1320]",360.0,1320.0,True
True,False,,True,True,True,True,True,,True,True,True,,ChIJYfWNlbu7HRURj_hFd7PKNIY,היינה קיוסק קפה כרמל צרפתי,4.4,2.0,464,True,חיפה,היובל,2,"היובל 2, חיפה","{'lat': 32.8167552, 'lng': 34.97955749999999}","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1020]","[540, 1200]",540.0,1380.0,True
True,,,,True,,,,,,True,True,,ChIJmVWP18S7HRURyOpsyGPeiUU,בייקרי ומור,4.3,1.0,314,True,חיפה,העלייה השנייה,33,"העלייה השנייה 33, חיפה","{'lat': 32.8319262, 'lng': 34.9808497}","[360, 1140]","[360, 1140]","[360, 1140]","[360, 1140]","[360, 1140]","[360, 840]","[-1, -1]",360.0,1140.0,False
True,,,,,,,,,,,,,ChIJc-AsHdu7HRURFeEh3WjiaGg,המקום של נטע ומאי,4.0,,1,True,חיפה,השרון,7,"השרון 7, חיפה","{'lat': 32.83444479999999, 'lng': 34.9808355}",,,,,,,,,,
True,True,,True,True,True,True,True,True,True,True,True,,ChIJY6al-mG7HRUR5oPTSq7oHMs,Lucky Coffee לאקי קופי,4.1,,30,True,חיפה,כיכר מאירהוף,6,"כיכר מאירהוף 6, חיפה","{'lat': 32.82500890000001, 'lng': 34.98299350000001}","[420, 1260]","[420, 1260]","[420, 1260]","[420, 1260]","[420, 1260]","[420, 990]","[600, 1260]",420.0,1260.0,True
True,,,,,,,,,,True,,,ChIJixya3_a7HRURzkCvTXl1Mns,My coffee -בית אמות חיפה,3.8,,4,True,חיפה,דרך יפו,157,"דרך יפו 157, חיפה","{'lat': 32.8274513, 'lng': 34.984345}","[420, 960]","[420, 960]","[420, 960]","[420, 960]","[420, 960]","[-1, -1]","[-1, -1]",420.0,960.0,False
True,,,True,True,True,,,,True,True,True,,ChIJa6FpQqG7HRURoJpB1Np0xwo,היינה קיוסקפה דרך הים,4.5,1.0,304,True,חיפה,דרך הים,68,"דרך הים 68, חיפה","{'lat': 32.80845240000001, 'lng': 34.9768506}","[390, 1080]","[390, 1080]","[390, 1080]","[390, 1080]","[390, 1080]","[540, 840]","[570, 900]",390.0,1080.0,True
True,True,,False,True,True,False,True,True,False,True,True,,ChIJkbzq27q7HRURzmEc4r6Euao,Tibi conditory & coffe קונדיטורית טיבי - בית קפה,4.5,2.0,415,True,חיפה,שדרות הנשיא,35,"שדרות הנשיא 35, חיפה","{'lat': 32.813481, 'lng': 34.981402}","[420, 900]","[420, 900]","[420, 900]","[420, 900]","[420, 900]","[420, 840]","[-1, -1]",420.0,900.0,False
True,False,,,,,,,,,True,True,,ChIJO0xk1rq7HRURHMvLm5CKbfM,קפה ג'ו,4.5,,11,False,חיפה,שדרות הנשיא,36,"שדרות הנשיא 36, חיפה","{'lat': 32.8130114, 'lng': 34.98133869999999}","[450, 1320]","[450, 1320]","[450, 1320]","[450, 1320]","[450, 1320]","[450, 1020]","[660, 1320]",450.0,1320.0,True
True,,,False,,,,,,False,True,True,,ChIJh3ZBGNC7HRUR_u1LEU4U0dM,Aroma Espresso Bar ארומה אספרסו בר,4.2,2.0,394,False,חיפה,העליה השניה,8,"העליה השניה 8, חיפה","{'lat': 32.8326995, 'lng': 34.9846784}","[405, 1200]","[405, 1200]","[405, 1200]","[405, 1200]","[405, 1200]","[405, 840]","[-1, -1]",405.0,1200.0,False
True,False,,,,,,True,,,True,,,ChIJEVUXPNC7HRURw-P3wTrdZ_I,Kakao Cafe,3.0,,7,False,חיפה,העלייה השנייה,2-10,"העלייה השנייה 2-10, חיפה","{'lat': 32.832032, 'lng': 34.9853879}","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 960]","[-1, -1]",480.0,1320.0,False
True,,,,,,,,,,True,,,ChIJbfn6TUq7HRURAbY2gjmeFk0,Daily,5.0,,1,False,חיפה,העלייה השנייה,,"העלייה השנייה, חיפה","{'lat': 32.83272789999999, 'lng': 34.98559210000001}",,,,,,,,,,
True,False,,False,,,,,,False,True,,,ChIJPY2f17W7HRURn-i0OTjtmUU,Booza Booza,4.0,,62,False,Haifa,Sderot Ben Gurion,71,"55, Sderot Ben Gurion 71, Haifa","{'lat': 32.8180394, 'lng': 34.98940770000001}","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True
True,False,,True,True,,,True,,False,True,True,,ChIJDYFGcJm7HRUR3LCZvgQ2iuA,מדרחוף,4.5,1.0,733,False,חיפה,,,חיפה,"{'lat': 32.7953095, 'lng': 34.9561385}","[420, 840]","[420, 840]","[420, 840]","[420, 840]","[420, 840]","[420, 1140]","[420, 1140]",420.0,840.0,True
True,True,,,,,,,,,True,,True,ChIJs3BkbMq7HRURyNxW6YFHTec,לה גופרה במושבה גרמנית חיפה,4.2,2.0,667,True,חיפה,שדרות בן גוריון,25,"שדרות בן גוריון 25, חיפה","{'lat': 32.8205736, 'lng': 34.9910778}","[690, 1440]","[690, 1440]","[690, 1440]","[690, 1440]","[690, 1500]","[690, 1530]","[690, 1530]",690.0,1452.0,True
True,False,,,True,,,,,,True,,,ChIJYbuHk3e7HRURajYApo56LEY,קפה לוריס,4.1,2.0,73,True,חיפה,טיילת לואי,,"טיילת לואי, חיפה","{'lat': 32.80921, 'lng': 34.9861426}","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]","[480, 1320]",480.0,1320.0,True
True,,,False,,,,,True,False,True,True,,ChIJM2D352a7HRURRLoiiDRZW48,קפה עלית חוף הכרמל,3.7,2.0,86,True,חיפה,יוחאי בן נון,6,"יוחאי בן נון 6, חיפה","{'lat': 32.7935893, 'lng': 34.957569}","[330, 1140]","[330, 1140]","[330, 1140]","[330, 1140]","[330, 1140]","[-1, -1]","[-1, -1]",330.0,1140.0,False
True,,,,,,,,,,True,,,ChIJxQnk3W67HRURanbIU9pPb1Q,קפה יותו חיפה,4.0,,1,False,חיפה,צביה ויצחק,1,"צביה ויצחק 1, חיפה","{'lat': 32.7943565, 'lng': 34.96480880000001}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJZ4IvGde7HRUR_lzKn08HM50,Benvenuti עוגות וקפה איטלקי,4.0,,1,True,חיפה,שדרות המגינים,68,"שדרות המגינים 68, חיפה","{'lat': 32.8200884, 'lng': 34.9944481}","[450, 1200]","[450, 1200]","[450, 1200]","[450, 1200]","[450, 1200]","[450, 900]","[-1, -1]",450.0,1200.0,False
True,False,,True,True,True,True,True,True,True,True,True,,ChIJjyaPQgi7HRURMEnK1X2rbiA,שתיים סוכר,4.3,1.0,578,True,חיפה,קדימה,1,"קדימה 1, חיפה","{'lat': 32.80064580000001, 'lng': 34.9821391}","[420, 1440]","[420, 1440]","[420, 1440]","[420, 1440]","[420, 1440]","[420, 1440]","[480, 1440]",420.0,1440.0,True
True,,,,,,,,,,,,,ChIJj1lPOLW7HRUR3wNq8yQ-_xk,קפה חיפה,4.3,,6,False,חיפה,ואדי,21,"ואדי 21, חיפה","{'lat': 32.8171673, 'lng': 34.9939515}","[-1, -1]","[480, 1020]","[480, 900]","[480, 1020]","[480, 1020]","[450, 1050]","[540, 1050]",383.8,791.8,True
True,,,,True,,True,True,,,True,,,ChIJw6LfWqi7HRUR6iw5Hg-Mefg,קפה גרג,2.3,,6,False,חיפה,שדרות הנשיא,138,"Auditorioum Square Mall, שדרות הנשיא 138, חיפה","{'lat': 32.8033108, 'lng': 34.98563100000001}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJY4tyQ2y7HRUR56lAjhTV_ao,שאדי,4.6,,7,False,חיפה,יוחנן הקדוש,30,"יוחנן הקדוש 30, חיפה","{'lat': 32.8170301, 'lng': 34.9941622}",,,,,,,,,,
True,True,,,,,,,,,True,,True,ChIJk1sFB_a7HRURUu8g1QQgkLE,קפה שכנים - Cafe Shchenim,5.0,,29,False,חיפה,שדרות הנשיא,116,"שדרות הנשיא 116, חיפה","{'lat': 32.8050843, 'lng': 34.9875677}","[-1, -1]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 900]","[510, 1020]",383.8,911.8,True
True,,,,,,,,,,True,True,,ChIJoWAZc2e7HRURjrG5s6LSH3w,Cafe Market ZIM,3.0,,1,False,חיפה,אנדרי סחרוב,9,"אנדרי סחרוב 9, חיפה","{'lat': 32.79001869999999, 'lng': 34.958344}","[480, 960]","[480, 960]","[480, 960]","[480, 960]","[480, 960]","[-1, -1]","[-1, -1]",480.0,960.0,False
True,,True,True,True,True,True,True,True,,True,True,,ChIJD0CgT2i7HRURoyRsELfmuNQ,קפה גרג,3.6,2.0,1029,True,חיפה,דרך משה פלימן,4,"קניון עזריאלי חיפה, דרך משה פלימן 4, חיפה","{'lat': 32.78971479999999, 'lng': 34.9639473}","[480, 1290]","[480, 1290]","[480, 1290]","[480, 1290]","[480, 1290]","[480, 900]","[1200, 1350]",480.0,1290.0,False
True,False,,,True,,,,,,True,True,,ChIJ19Brt2m7HRURx5ul5YUZr2g,"קופיקס, משה פלימן, חיפה",3.9,1.0,67,True,חיפה,דרך משה פלימן,4,"דרך משה פלימן 4, חיפה","{'lat': 32.7896014, 'lng': 34.96506550000001}","[510, 1350]","[510, 1350]","[510, 1350]","[510, 1350]","[510, 1350]","[510, 960]","[-1, -1]",510.0,1350.0,False
True,False,,,,,,,,,True,True,,ChIJb2nPl2m7HRURXsEIDhFOdSI,סקוואלה קפה,3.9,,7,False,חיפה,דרך משה פלימן,4,"דרך משה פלימן 4, חיפה","{'lat': 32.7896232, 'lng': 34.96585279999999}","[420, 1320]","[420, 1320]","[420, 1320]","[420, 1320]","[420, 1320]","[450, 900]","[-1, -1]",420.0,1320.0,False
True,,,,,,,,,,True,,,ChIJxy0AuSW7HRUR8P9EUCac1_w,my coffee,2.0,,5,False,חיפה,כיכר היינריך היינה,1,"גן שמואל הכהן, כיכר היינריך היינה 1, חיפה","{'lat': 32.7993491, 'lng': 34.9834849}",,,,,,,,,,
True,,,,True,True,,True,,,True,True,,ChIJu0nh6mm7HRURCPF7m-Dor0Q,מיי קופי My Coffee,4.4,,66,True,חיפה,קסטרא,,"קסטרא, חיפה","{'lat': 32.7881925, 'lng': 34.9679958}","[420, 1140]","[420, 1140]","[420, 1140]","[420, 1020]","[420, 1140]","[420, 900]","[-1, -1]",420.0,1116.0,False
True,,,False,True,,False,True,True,False,True,True,,ChIJ3w2jRVu7HRURqyeOcOKcSV4,רולדין מת״מ,3.9,2.0,683,True,חיפה,נחום חת,5,"נחום חת 5, חיפה","{'lat': 32.7837174, 'lng': 34.9608968}","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 840]","[-1, -1]",420.0,1200.0,False
True,,,,,,,,,,True,,,ChIJB5CH3cm7HRURT0JwiJtcT0A,کافه قلیان مرآت,4.6,,9,True,Haifa,Tsafririm Street,,"Heine Square, Tsafririm Street, Haifa","{'lat': 32.797495, 'lng': 34.98351299999999}","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]",0.0,2880.0,True
True,True,,,,,,,,,True,,,ChIJl7cwote7HRURGwpSNIcIK4c,Croissano Haifa,4.4,,14,False,Haifa,Moria,29,"Moria 29, Haifa","{'lat': 32.7998447, 'lng': 34.9847871}","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 960]","[-1, -1]",420.0,1080.0,False
True,False,,True,True,True,,True,True,True,True,True,,ChIJN6d0_wW7HRURWJD-27JKNBo,מנדרין צפרירים,4.2,2.0,156,True,חיפה,צפרירים,1,"צפרירים 1, חיפה","{'lat': 32.7968968, 'lng': 34.9837461}","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 870]","[480, 870]",420.0,1080.0,True
True,,,,,,,,,,True,,,ChIJ5fRpwNm7HRURCe5DrGz13-M,בייקרי,4.5,,17,False,חיפה,הירקון,1,"הירקון 1, חיפה","{'lat': 32.7963392, 'lng': 34.98400809999999}","[420, 1140]","[420, 1140]","[420, 1140]","[420, 1140]","[420, 1140]","[420, 870]","[-1, -1]",420.0,1140.0,False
True,,,,,,,,,,,,,ChIJFepN5QW7HRURnFL_-_X58-M,פיקסלה בר קפה,4.0,,1,False,חיפה,שדרות מוריה,60,"שדרות מוריה 60, חיפה","{'lat': 32.7960559, 'lng': 34.9843151}",,,,,,,,,,
True,,,,,,,,,,True,,,ChIJzbFxsIC7HRURmCyF0NaAtPs,Urban eatery&cafe,5.0,,1,False,חיפה,שדרות מוריה,105,"שדרות מוריה 105, חיפה","{'lat': 32.7904449, 'lng': 34.9866824}",,,,,,,,,,
True,,,,True,True,,True,,,True,True,,ChIJ1TIJEam7HRURU5klVwOZn1A,Cafein,4.4,2.0,312,True,חיפה,שדרות הנשיא,125,"שדרות הנשיא 125, חיפה","{'lat': 32.8039571, 'lng': 34.9874606}","[420, 1140]","[420, 1140]","[420, 1140]","[420, 1140]","[420, 1140]","[420, 960]","[510, 1140]",420.0,1140.0,True
True,,,,,,,,,,,,,ChIJq4G08Em7HRUReyGOBrv0kqc,רויאל קפה,4.7,,6,True,טירת כרמל,קרן היסוד,15,"קרן היסוד 15, טירת כרמל","{'lat': 32.77163610000001, 'lng': 34.9720312}","[510, 960]","[510, 960]","[510, 960]","[510, 960]","[510, 960]","[-1, -1]","[-1, -1]",510.0,960.0,False
True,True,,,,,,False,,,True,,True,ChIJGR4LgDW7HRUR-EsFrJ3P6Sc,"רויאל קפה בע""מ",4.8,,49,True,טירת כרמל,קרן היסוד,15,"קרן היסוד 15, טירת כרמל","{'lat': 32.77163610000001, 'lng': 34.9720312}","[480, 960]","[480, 960]","[480, 960]","[480, 960]","[480, 960]","[-1, -1]","[-1, -1]",480.0,960.0,False
True,True,True,,,,,,,,True,,,ChIJueFmaoWlHRURkJR-HT1Tqxw,עמנואל טירת הכרמל,4.6,,50,False,טירת כרמל,דולפין,1,"דולפין 1, טירת כרמל","{'lat': 32.7660821, 'lng': 34.9641217}","[510, 1410]","[510, 1410]","[510, 1410]","[510, 1410]","[510, 1410]","[510, 840]","[-1, -1]",510.0,1410.0,False
,,,,,,,,,,,,,ChIJF0fCqhu7HRURqFuzuR3tEn0,"פוקסי בע""מ",4.1,,19,False,חיפה,שדרות מוריה,120,"שדרות מוריה 120, חיפה","{'lat': 32.7887077, 'lng': 34.9864733}","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]",0.0,2880.0,True
True,,True,True,True,True,,True,True,True,True,,,ChIJEwC7oRm7HRUR9ZOAoVlCflQ,קפאין - תרבות הקפה,4.6,2.0,344,True,חיפה,חורב,13,"חורב 13, חיפה","{'lat': 32.7853855, 'lng': 34.9862011}","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[420, 1500]","[480, 1380]",450.0,1380.0,True
True,,,False,,,,,,False,True,,,ChIJwR3Foxm7HRURxInfcS6Y7ZY,טוק טוקי,4.5,1.0,135,False,חיפה,חורב,18,"חורב 18, חיפה","{'lat': 32.7847203, 'lng': 34.98610409999999}","[360, 1200]","[360, 1200]","[360, 1200]","[360, 1200]","[360, 1200]","[360, 1200]","[360, 1170]",360.0,1200.0,True
True,True,True,True,True,True,True,True,True,True,True,False,,ChIJZa-tqxu7HRUR056rPTj27lE,מנדרין מוריה,4.2,2.0,1285,True,חיפה,שדרות מוריה,117,"שדרות מוריה 117, חיפה","{'lat': 32.788401, 'lng': 34.98677499999999}","[510, 1380]","[510, 1380]","[510, 1380]","[510, 1380]","[510, 1380]","[480, 1440]","[510, 1380]",510.0,1380.0,True
True,,,,True,,,,,,True,,,ChIJN2xm61O7HRURUSBZ7JWemYw,Cafein,4.0,,22,False,חיפה,חורב,13,"חורב 13, חיפה","{'lat': 32.7849841, 'lng': 34.98641569999999}","[540, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]",468.0,1380.0,True
True,,,,True,,,,,,,,,ChIJo_NsTF27HRUR3HiIhS1ZNCc,Kiosk Caffe,4.6,,29,False,חיפה,חורב,15,"חורב 15, חיפה","{'lat': 32.7845449, 'lng': 34.9871528}",,,,,,,,,,
True,,,False,True,,,,,False,,,,ChIJ4TGZuhy7HRURgmF4_YhslUE,קיוסק קפה,3.8,,19,False,חיפה,בנימין ד'ישראלי,58,"בנימין ד'ישראלי 58, חיפה","{'lat': 32.7894497, 'lng': 34.99002949999999}","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[420, 1080]","[-1, -1]",420.0,1080.0,True
True,,,True,True,,,True,,,True,,,ChIJrYJDPQy7HRURX68Kg37ETJY,Almakwa Laundry And Cafe,4.8,,81,False,Haifa,Derech Jaffa,71,"Derech Jaffa 71, Haifa","{'lat': 32.8209104, 'lng': 34.9955709}","[480, 1200]","[480, 1200]","[480, 1200]","[480, 1200]","[480, 1200]","[480, 1200]","[-1, -1]",480.0,1200.0,True
True,,,,,,,,,,,,,ChIJ-wsGGDW6HRURaHl4l3Qvd14,מקור הקפה חיפה,5.0,,1,False,חיפה,הנאמנים,4,"הנאמנים 4, חיפה","{'lat': 32.81982929999999, 'lng': 34.9959872}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJ37cZ8Te7HRURTEIsV2olA4E,Boutique Bakery,4.6,,25,True,חיפה,דרך העצמאות,104,"דרך העצמאות 104, חיפה","{'lat': 32.8209137, 'lng': 34.9968034}",,,,,,,,,,
True,True,False,,,,False,False,,False,True,True,,ChIJvVG7e5C7HRURrQA2t_b9I60,קפה נעימה Caffe Naima,4.8,2.0,397,True,חיפה,דרך יפו,49,"דרך יפו 49, חיפה","{'lat': 32.8201905, 'lng': 34.9964979}","[450, 1110]","[450, 1110]","[450, 1110]","[450, 1110]","[450, 1110]","[480, 1020]","[600, 960]",450.0,1110.0,True
True,,,,True,,,True,,,True,,,ChIJycTW8TS6HRURFhQH-8ccrgM,בוטיק בייקרי,4.5,,2,False,חיפה,דרך העצמאות,102,"דרך העצמאות 102, חיפה","{'lat': 32.8208738, 'lng': 34.9968349}",,,,,,,,,,
True,,,,,,,,,,,,,ChIJ-U70eIG7HRURDY6v-ggQGqI,כנאפה עבאס אוגלו,5.0,,13,False,חיפה,דרך אלנבי,19,"דרך אלנבי 19, חיפה","{'lat': 32.8185155, 'lng': 34.99598450000001}","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]",420.0,1200.0,True
True,,,,,,,,,,,,,ChIJ0WIvBcq2HRURLkX-ry3qfi8,קפה ישן בתילתן tiltan old cafe,3.3,,3,False,חיפה,ק,3,"העצמאות 63, ק 3, חיפה","{'lat': 32.82065, 'lng': 34.9976065}","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[570, 900]","[-1, -1]",480.0,1080.0,False
True,,,,,,,,,,True,,,ChIJl9l2pLS7HRURngaRL-MmsgM,Teta's Bakery,4.5,,54,False,חיפה,שבתאי לוי,14,"שבתאי לוי 14, חיפה","{'lat': 32.8140094, 'lng': 34.9937078}","[480, 1170]","[480, 1170]","[480, 1170]","[480, 1170]","[480, 1170]","[480, 1170]","[480, 1170]",480.0,1170.0,True
True,True,True,True,True,True,True,True,,True,True,True,True,ChIJBaE9YkS7HRURxEZ0L2r7K_Y,משואר קפה בר - mishwar cafe bar,5.0,,2,True,חיפה,הנמל,63,"הנמל 63, חיפה","{'lat': 32.8207003, 'lng': 34.9983417}","[420, 1500]","[420, 1500]","[420, 1500]","[420, 1500]","[420, 1620]","[1050, 1620]","[600, 1500]",420.0,1524.0,True
True,False,,True,True,True,True,True,True,True,True,True,,ChIJoaI3YbK7HRURpJ5OlAX24fw,קפה הפינה,4.5,1.0,767,True,חיפה,מסדה,43,"מסדה 43, חיפה","{'lat': 32.8103444, 'lng': 34.9915941}","[450, 960]","[450, 960]","[450, 960]","[450, 960]","[450, 960]","[450, 900]","[-1, -1]",450.0,960.0,False
True,,,,,,,,,,True,True,,ChIJ1R_UOKm7HRURw_yuN8x_xPI,קפה גן האם,3.9,,57,False,חיפה,שדרות הנשיא,122,"שדרות הנשיא 122, חיפה","{'lat': 32.8046878, 'lng': 34.9876409}","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]","[0, 2880]",0.0,2880.0,True
True,False,True,True,True,True,True,True,True,True,True,True,True,ChIJcweui2m7HRURTpMY6OR6WDg,קפה דיומא,4.6,2.0,609,True,חיפה,שדרות הנשיא,119,"שדרות הנשיא 119, חיפה","{'lat': 32.8046531, 'lng': 34.98802179999999}","[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 840]","[-1, -1]",480.0,1140.0,False
True,,,,,,,,,,True,,,ChIJQTmc9AO7HRURCJgZuUu29qA,קפה דנדי,4.0,,3,False,חיפה,,,"ההסתדרות 8, צ'ק פוסט, חיפה","{'lat': 32.7940463, 'lng': 34.989571}","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 1200]","[420, 900]","[-1, -1]",420.0,1200.0,False
True,True,True,,True,True,,True,,,True,True,True,ChIJFX4iETqlHRURr-PVXvv3Cfc,כצפיחית בדבש,4.8,,43,False,טירת כרמל,אליאס כרמל,4,"אליאס כרמל 4, טירת כרמל","{'lat': 32.7627492, 'lng': 34.974003}","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 1350]","[480, 810]","[-1, -1]",480.0,1350.0,False
True,False,,False,True,,True,,,False,True,True,False,ChIJL1IlzSC7HRURIFJSen8XgOE,קפה מנחם,4.4,1.0,142,True,חיפה,משה סורוקה,35,"משה סורוקה 35, חיפה","{'lat': 32.7743978, 'lng': 34.9928152}","[420, 1230]","[420, 1230]","[420, 1200]","[420, 1230]","[420, 1230]","[420, 870]","[-1, -1]",420.0,1224.0,False
True,,,,True,,,,,,,,,ChIJN3SetCm7HRURfO-NSjwHDFU,My coffee,4.6,2.0,115,True,חיפה,אנטוורפן,56,"אנטוורפן 56, חיפה","{'lat': 32.76694630000001, 'lng': 34.99260020000001}",,,,,,,,,,
True,True,,False,True,True,True,True,,False,True,True,True,ChIJ553IEdu6HRURpCO1sM_uKBM,קונדיטוריה פאי,4.5,2.0,376,True,חיפה,ליבריה,2,"ליבריה 2, חיפה","{'lat': 32.7689311, 'lng': 35.003692}","[390, 1200]","[390, 1200]","[390, 1200]","[390, 1200]","[390, 1200]","[390, 900]","[-1, -1]",390.0,1200.0,False
