station_id,geo_location
10654,"{'lat': 32.812885, 'lng': 34.988108}"
10080,"{'lat': 32.803837, 'lng': 34.972844}"
10027,"{'lat': 32.775167, 'lng': 35.006464}"
10136,"{'lat': 32.785666, 'lng': 34.985873}"
10265,"{'lat': 32.809057, 'lng': 35.014982}"
10273,"{'lat': 32.801627, 'lng': 35.020355}"
10282,"{'lat': 32.804876, 'lng': 34.973577}"
10289,"{'lat': 32.810609, 'lng': 34.993025}"
10301,"{'lat': 32.816417, 'lng': 34.956185}"
10343,"{'lat': 32.826836, 'lng': 34.978749}"
10345,"{'lat': 32.824039, 'lng': 34.982197}"
10219,"{'lat': 32.801395, 'lng': 34.993029}"
10234,"{'lat': 32.80204, 'lng': 34.978109}"
10385,"{'lat': 32.801955, 'lng': 34.99517}"
10368,"{'lat': 32.772106, 'lng': 35.006166}"
10377,"{'lat': 32.768199, 'lng': 34.994902}"
10405,"{'lat': 32.785519, 'lng': 35.020907}"
10089,"{'lat': 32.819523, 'lng': 34.97133}"
10382,"{'lat': 32.782161, 'lng': 35.013185}"
10070,"{'lat': 32.801112, 'lng': 34.985362}"
10102,"{'lat': 32.773656, 'lng': 34.990477}"
10199,"{'lat': 32.778663, 'lng': 34.987208}"
5927,"{'lat': 32.81745, 'lng': 34.972888}"
5012,"{'lat': 32.831494, 'lng': 35.066262}"
5953,"{'lat': 32.775524, 'lng': 34.991332}"
4991,"{'lat': 32.828952, 'lng': 34.971863}"
5001,"{'lat': 32.803794, 'lng': 34.995792}"
4808,"{'lat': 32.798915, 'lng': 35.015054}"
4989,"{'lat': 32.806659, 'lng': 34.960187}"
4990,"{'lat': 32.807251, 'lng': 34.959964}"
6051,"{'lat': 32.832645, 'lng': 34.983883}"
6052,"{'lat': 32.832604, 'lng': 34.98387}"
97,"{'lat': 32.790996, 'lng': 34.964555}"
107,"{'lat': 32.822735, 'lng': 35.067073}"
159,"{'lat': 32.836719, 'lng': 35.059769}"
172,"{'lat': 32.819871, 'lng': 34.975013}"
185,"{'lat': 32.83643, 'lng': 35.066876}"
3298,"{'lat': 32.773076, 'lng': 35.012144}"
3299,"{'lat': 32.774269, 'lng': 35.01349}"
3307,"{'lat': 32.779497, 'lng': 34.999852}"
3308,"{'lat': 32.803464, 'lng': 35.010326}"
3310,"{'lat': 32.776033, 'lng': 35.01386}"
10687,"{'lat': 32.796049, 'lng': 34.987089}"
10718,"{'lat': 32.79989, 'lng': 34.98473}"
10717,"{'lat': 32.797527, 'lng': 34.984338}"
10375,"{'lat': 32.768668, 'lng': 35.002911}"
10363,"{'lat': 32.811565, 'lng': 34.992557}"
10374,"{'lat': 32.769873, 'lng': 35.006921}"
10376,"{'lat': 32.767926, 'lng': 35.000484}"
10270,"{'lat': 32.799452, 'lng': 35.001972}"
10291,"{'lat': 32.765525, 'lng': 34.985361}"
10416,"{'lat': 32.786283, 'lng': 35.022387}"
10347,"{'lat': 32.828895, 'lng': 34.976868}"
10295,"{'lat': 32.766882, 'lng': 34.993007}"
10403,"{'lat': 32.795556, 'lng': 35.010902}"
10434,"{'lat': 32.832036, 'lng': 35.055941}"
10439,"{'lat': 32.832682, 'lng': 35.052985}"
10674,"{'lat': 32.825478, 'lng': 34.977895}"
10682,"{'lat': 32.798656, 'lng': 34.97322}"
10695,"{'lat': 32.784187, 'lng': 34.986684}"
10700,"{'lat': 32.785813, 'lng': 34.98407}"
10716,"{'lat': 32.815589, 'lng': 34.966681}"
10065,"{'lat': 32.796312, 'lng': 34.978921}"
14204,"{'lat': 32.82526, 'lng': 34.978029}"
14199,"{'lat': 32.786788, 'lng': 34.989716}"
10019,"{'lat': 32.785342, 'lng': 34.992605}"
