place_id,geo_location,type
ChIJyVdaUyi7HRUR4gwE1d2eRww,"{'lat': 32.8052513, 'lng': 35.00852520000001}",restaurant
ChIJIZJ5qUO7HRURw_jFKWXHyno,"{'lat': 32.8028319, 'lng': 35.0122388}",restaurant
ChIJ_0tty0O6HRUR3nYcXK5v0is,"{'lat': 32.8059891, 'lng': 35.0140795}",restaurant
ChIJZwa4y7XsAhURrKC1XvmEOxk,"{'lat': 32.8008778, 'lng': 35.01107979999999}",restaurant
ChIJ3-Zsyiu7HRURR3kAphYGPPg,"{'lat': 32.8014458, 'lng': 35.0138073}",restaurant
ChIJX_SD8EG6HRURhe3PCyBz2nU,"{'lat': 32.8069577, 'lng': 35.0160775}",restaurant
ChIJOXU--kG6HRURyIa-js9OvOw,"{'lat': 32.80684909999999, 'lng': 35.01618970000001}",restaurant
ChIJ21kIoWIPHRUR6hXJqynWAnI,"{'lat': 32.7945402, 'lng': 35.0114085}",restaurant
ChIJdyrT84m7HRURcMhfE21ODLI,"{'lat': 32.792427, 'lng': 35.0120792}",restaurant
ChIJCax88vW6HRURcZ7aIPKmIxE,"{'lat': 32.7923743, 'lng': 35.0121572}",restaurant
ChIJFTUM8fW6HRUR7FLdYaZfhpg,"{'lat': 32.7922803, 'lng': 35.0122797}",restaurant
ChIJ30hpf1-6HRUR7xIoP733-qU,"{'lat': 32.7925645, 'lng': 35.0139722}",restaurant
ChIJpVKjTgm7HRUR6Fgl94W1QWI,"{'lat': 32.7900282, 'lng': 35.0136973}",restaurant
ChIJz6fU1W27HRURejCgfN2qT8c,"{'lat': 32.7911047, 'lng': 35.0156436}",restaurant
ChIJSaUWQ_W6HRURaITmCbL4B5c,"{'lat': 32.7911047, 'lng': 35.0156436}",restaurant
ChIJzfE7yva6HRURQ_6UHPOOmDU,"{'lat': 32.788322, 'lng': 35.01217749999999}",restaurant
ChIJn3311mC6HRURKW5Mqjw-_ss,"{'lat': 32.7949514, 'lng': 35.0194882}",restaurant
ChIJnRH4OGa6HRURee9GL-ocyig,"{'lat': 32.7990338, 'lng': 35.02045}",restaurant
ChIJqTH4B2G6HRURgSBMqo13Skk,"{'lat': 32.7928089, 'lng': 35.0201918}",restaurant
ChIJfTA3lIq6HRURmRG2bH3TWDA,"{'lat': 32.7898483, 'lng': 35.0183219}",restaurant
ChIJoTJpOWa6HRURMeU951csuGA,"{'lat': 32.799562, 'lng': 35.0206168}",restaurant
ChIJuVJQ7Iq6HRURcGYO2UlUIT4,"{'lat': 32.7894364, 'lng': 35.0186475}",restaurant
ChIJe7oXoma6HRURhGu3ToinGVA,"{'lat': 32.7959335, 'lng': 35.0218994}",restaurant
ChIJ-yrRuPK6HRURB1hskvDxcLs,"{'lat': 32.78298, 'lng': 35.0157855}",restaurant
ChIJ-bYjw8K7HRUR2UDyS3sEFSo,"{'lat': 32.7845368, 'lng': 35.01823890000001}",restaurant
ChIJM17JkyK7HRURIX9vqye78Mo,"{'lat': 32.7863234, 'lng': 35.019176}",restaurant
ChIJN6CaC-y7HRUR7SwQIuTcyj8,"{'lat': 32.7863234, 'lng': 35.019176}",restaurant
ChIJDYVhsou6HRURqjECa0y7_pg,"{'lat': 32.7877778, 'lng': 35.0202778}",restaurant
ChIJxV3Hsou6HRUREiplyReLFJI,"{'lat': 32.7877994, 'lng': 35.0203167}",restaurant
ChIJseYYsYu6HRUR3Ee3AjkNuNQ,"{'lat': 32.7872543, 'lng': 35.0203471}",restaurant
ChIJiaEY-JG6HRURAVHOnoRtnT8,"{'lat': 32.7791667, 'lng': 35.0222222}",restaurant
ChIJKWbLZJG6HRURRJrZL1xMAiE,"{'lat': 32.77646139999999, 'lng': 35.0226042}",restaurant
ChIJi9vRlU27HRUReyToJAcGOU0,"{'lat': 32.7763534, 'lng': 35.022673}",restaurant
ChIJA11gZJG6HRURHndE95buOAQ,"{'lat': 32.7764123, 'lng': 35.0227189}",restaurant
ChIJuVmTZZG6HRURfEKDXA4oHiY,"{'lat': 32.7762756, 'lng': 35.0227256}",restaurant
ChIJ7wvaaLi6HRURKYFC0z-qHEk,"{'lat': 32.7593889, 'lng': 35.0235859}",restaurant
ChIJJZpiIbG6HRURVUI5dgodt5E,"{'lat': 32.75686290000001, 'lng': 35.02344950000001}",restaurant
ChIJ17WIQpi6HRURUSm8hKN63_U,"{'lat': 32.76882010000001, 'lng': 35.02971559999999}",restaurant
ChIJJ1vIgdK7HRURDYd6I8RS3DI,"{'lat': 32.7814905, 'lng': 35.0242094}",restaurant
ChIJ2ZPJPMK7HRUR-dpE4WQrfrc,"{'lat': 32.781494, 'lng': 35.0242428}",restaurant
ChIJTa9bRpq6HRUREdgx2krrae0,"{'lat': 32.7739259, 'lng': 35.02972630000001}",restaurant
ChIJDxjympG7HRURFu_SE0J_K84,"{'lat': 32.7739259, 'lng': 35.02972630000001}",restaurant
ChIJ3VMkBZm6HRURry-rIC9FVqA,"{'lat': 32.770035, 'lng': 35.0311893}",restaurant
ChIJO8fEGZm6HRUREV7l0DzbWtA,"{'lat': 32.7699591, 'lng': 35.0314224}",restaurant
ChIJOaPnxGu6HRURu7rs2HTeDsE,"{'lat': 32.805828, 'lng': 35.020436}",restaurant
ChIJ3dz5RCO7HRUR6YjHkWvaxUo,"{'lat': 32.78964699999999, 'lng': 35.021271}",restaurant
ChIJyWiPx627HRURG6okOvT4F1A,"{'lat': 32.7890497, 'lng': 35.0287827}",restaurant
ChIJbxXBaiS7HRURWMmanKb7A_g,"{'lat': 32.793296, 'lng': 35.0354775}",restaurant
ChIJSZVSM_i7HRURVyD_WXLR4jU,"{'lat': 32.7909455, 'lng': 35.0326324}",restaurant
ChIJmfWIsYu6HRURAdNpPRb6tSg,"{'lat': 32.7873106, 'lng': 35.0204839}",restaurant
ChIJw3L9-hu7HRUR-41Gz5axP_s,"{'lat': 32.7870483, 'lng': 35.0205574}",restaurant
ChIJC2LQMOK7HRURQHZScJEwnjA,"{'lat': 32.7870479, 'lng': 35.02051650000001}",restaurant
ChIJtTHh7Bu7HRURr_Lad8a02ZM,"{'lat': 32.78700529999999, 'lng': 35.0203676}",restaurant
ChIJmd1Wxou6HRUR0gS604Hy43M,"{'lat': 32.7868385, 'lng': 35.0211201}",restaurant
ChIJc0Tazbu7HRURgpY81qYhaDU,"{'lat': 32.7889499, 'lng': 35.0290219}",restaurant
ChIJAU__FX26HRURbUC11zC6Q4U,"{'lat': 32.7890257, 'lng': 35.0291825}",restaurant
ChIJA5e-EH26HRURz1B0Z2gJwH8,"{'lat': 32.78916, 'lng': 35.029594}",restaurant
ChIJzegPYX26HRURWZ9_T_morBw,"{'lat': 32.7876, 'lng': 35.0292}",restaurant
ChIJxcsXoma6HRURl12UvbmNlPk,"{'lat': 32.78756389999999, 'lng': 35.029491}",restaurant
ChIJRVeLuj-7HRURC1EhCFZuANk,"{'lat': 32.7909455, 'lng': 35.0326324}",restaurant
ChIJq6qqqnm6HRURCsWeblax-8A,"{'lat': 32.7906971, 'lng': 35.0328267}",restaurant
ChIJh9uIxpe7HRURbNHgEhOsexA,"{'lat': 32.7906971, 'lng': 35.0328267}",restaurant
ChIJq6qqqnm6HRUR18c39le4FVc,"{'lat': 32.7910192, 'lng': 35.03301179999999}",restaurant
ChIJPTuqp3iwHRURz-YqsIecbx8,"{'lat': 32.7867725, 'lng': 35.0299766}",restaurant
ChIJ1cxaj4e6HRUR0Z08x8RoTNw,"{'lat': 32.7867676, 'lng': 35.03029249999999}",restaurant
ChIJjfdVJHy6HRURUTUbxFGzSes,"{'lat': 32.7896077, 'lng': 35.0327936}",restaurant
ChIJnQTn9n26HRUR3mImNPHVwbQ,"{'lat': 32.78741040000001, 'lng': 35.0311283}",restaurant
ChIJEdXfgUm3HRURKi7oqQxt2R0,"{'lat': 32.7911222, 'lng': 35.0338444}",restaurant
ChIJb2E0wSCxHRURLTcqVgak21Q,"{'lat': 32.7858594, 'lng': 35.03102459999999}",restaurant
ChIJM46bdoK6HRURjGkRXFj4uE0,"{'lat': 32.78427119999999, 'lng': 35.0310951}",restaurant
ChIJ62NC9Ie6HRUROPiMO7lenHo,"{'lat': 32.7844153, 'lng': 35.0314649}",restaurant
ChIJlxkfIMmwHRUR2xf8R8_nXGQ,"{'lat': 32.78466409999999, 'lng': 35.031578}",restaurant
ChIJq6qqqoO6HRURCHHxo2cauzM,"{'lat': 32.785168, 'lng': 35.03170530000001}",restaurant
ChIJU_GqGJK6HRURyz8DMv3csYo,"{'lat': 32.7759618, 'lng': 35.03270000000001}",restaurant
ChIJh82IcnKwHRURvFjo89JpoJo,"{'lat': 32.7764518, 'lng': 35.0340314}",restaurant
ChIJU4aaS4G6HRUR-41faHl512M,"{'lat': 32.78206469999999, 'lng': 35.0334252}",restaurant
ChIJXWBW-HWwHRURaP06GtiNPhw,"{'lat': 32.7689297, 'lng': 35.03887940000001}",restaurant
ChIJedj1IN67HRURLryaPZCfYmQ,"{'lat': 32.7657768, 'lng': 35.03920809999999}",restaurant
ChIJswaXyZO7HRUR1Igxr5TB4a8,"{'lat': 32.7733889, 'lng': 35.0387938}",restaurant
ChIJT3mMX526HRUR_KWbjluW8M0,"{'lat': 32.7733889, 'lng': 35.0387938}",restaurant
ChIJNfgt4HewHRURoF8VEngd6B8,"{'lat': 32.7733889, 'lng': 35.0387938}",restaurant
ChIJg1SqU3i6HRURgPiBiia0j6w,"{'lat': 32.7931151, 'lng': 35.0362453}",restaurant
ChIJQ2AIU3i6HRUR3eKio2wwYXM,"{'lat': 32.79308939999999, 'lng': 35.0362248}",restaurant
ChIJoy77utG7HRURXkHiG_FzQrw,"{'lat': 32.79321180000001, 'lng': 35.03648070000001}",restaurant
ChIJlxYrUHi6HRUR_uLaTjMYRUU,"{'lat': 32.79315880000001, 'lng': 35.0365856}",restaurant
ChIJebv7XXi6HRURG4riM4QbaLY,"{'lat': 32.79296119999999, 'lng': 35.0366845}",restaurant
ChIJQ3f-rqe7HRURfE8j2lhPFWA,"{'lat': 32.793540899999996, 'lng': 35.03741839999999}",restaurant
ChIJN_X7Xni6HRURcDLFdqw7nVI,"{'lat': 32.7933491, 'lng': 35.03736380000001}",restaurant
ChIJQXkkQXi6HRUR17dVCM9pUB4,"{'lat': 32.79348570000001, 'lng': 35.0376357}",restaurant
ChIJN72ls3C7HRURSmfqr_gMDUE,"{'lat': 32.7935714, 'lng': 35.03775400000001}",restaurant
ChIJ3_b7onm6HRURGki6Fk18eqw,"{'lat': 32.7933322, 'lng': 35.0376131}",restaurant
ChIJT-9I0qO7HRURAR8iHxKu118,"{'lat': 32.7934932, 'lng': 35.0377411}",restaurant
ChIJO6V9CLy7HRURHsSpzdlZ1Rc,"{'lat': 32.7934932, 'lng': 35.0377411}",restaurant
ChIJN5T7PA27HRURjNP-_uU8qow,"{'lat': 32.7934932, 'lng': 35.0377411}",restaurant
ChIJT-R--3i6HRURWLSbqzb8hr4,"{'lat': 32.792131, 'lng': 35.0364215}",restaurant
ChIJg9v6Xni6HRUR5JbHAJEAQCo,"{'lat': 32.7927998, 'lng': 35.03729190000001}",restaurant
ChIJg9v6Xni6HRUR6GfhWZvPSns,"{'lat': 32.7927998, 'lng': 35.03729190000001}",restaurant
ChIJk7z6XXi6HRURcFyWq6Ux5IY,"{'lat': 32.7927928, 'lng': 35.0372966}",restaurant
ChIJQTmc9AO7HRURGtb3NHKXDig,"{'lat': 32.7925949, 'lng': 35.0379486}",restaurant
ChIJvdqL4627HRURRWdl4moTsRU,"{'lat': 32.793266, 'lng': 35.038547}",restaurant
ChIJ50IJiy27HRURL8bufClABns,"{'lat': 32.7918954, 'lng': 35.03728050000001}",restaurant
ChIJX6ShZni6HRURbK1VcIK6UJE,"{'lat': 32.7925996, 'lng': 35.0382571}",restaurant
ChIJM6redni6HRURI40RfTxPcNI,"{'lat': 32.7927589, 'lng': 35.0384063}",restaurant
ChIJL6L7vfi7HRURFlbeIfM20sU,"{'lat': 32.792099, 'lng': 35.037792}",restaurant
ChIJ-yNijHi6HRUR_5v3VM8HlcU,"{'lat': 32.791909, 'lng': 35.03770649999999}",restaurant
ChIJ-yNijHi6HRUR0QoiYlTi2v0,"{'lat': 32.791909, 'lng': 35.03770649999999}",restaurant
ChIJvUGmWkC7HRURUDAz8_cP0pU,"{'lat': 32.79263139999999, 'lng': 35.0386035}",restaurant
ChIJ_6fstoKwHRURHyNthEuiQuA,"{'lat': 32.7935615, 'lng': 35.0399565}",restaurant
ChIJWdyhH8exHRURX3OzKt3-oAM,"{'lat': 32.7933557, 'lng': 35.03985659999999}",restaurant
ChIJQTmc9AO7HRURnARr2l-RdTw,"{'lat': 32.7936816, 'lng': 35.0402847}",restaurant
ChIJhWN2LHy6HRURMVGAgKZCEB4,"{'lat': 32.788798, 'lng': 35.0329202}",restaurant
ChIJAaAuMJ2wHRURumvczidTOW0,"{'lat': 32.7940776, 'lng': 35.04090559999999}",restaurant
ChIJGQMIjP2xHRUReScGsR5RuwE,"{'lat': 32.79403899999999, 'lng': 35.0410492}",restaurant
ChIJ2ZPJPMK7HRURxS-aYxq1_88,"{'lat': 32.79403899999999, 'lng': 35.0410492}",restaurant
ChIJ--OvYS2xHRURujxHsyxxNc4,"{'lat': 32.7949165, 'lng': 35.0416194}",restaurant
ChIJp9DWIYKwHRUR_mrFTonlIH8,"{'lat': 32.7891766, 'lng': 35.0402258}",restaurant
ChIJe1wq5IGwHRUR27pXQuAIXpY,"{'lat': 32.7882864, 'lng': 35.03932}",restaurant
ChIJv6oOiH-6HRURTjaOi0HtGlg,"{'lat': 32.7860584, 'lng': 35.0387132}",restaurant
ChIJYb-NsUC2HRUR-GJ8DHOq6C4,"{'lat': 32.7860584, 'lng': 35.0387132}",restaurant
ChIJ6YPlmFa7HRURvWaObMHoLn0,"{'lat': 32.7821343, 'lng': 35.0363911}",restaurant
ChIJR46MLze7HRURe9RNgrOc88k,"{'lat': 32.78208420000001, 'lng': 35.0364959}",restaurant
ChIJAXw0u4G6HRURGY4YKQchcbc,"{'lat': 32.7817178, 'lng': 35.0367043}",restaurant
ChIJodfGQvm7HRURPVqrol2DLPQ,"{'lat': 32.78102, 'lng': 35.03741}",restaurant
ChIJq_ki8AyxHRUR_5D9EBEfX9U,"{'lat': 32.7803438, 'lng': 35.03665499999999}",restaurant
ChIJA9BkoVqxHRUR-9pTX8i0MYQ,"{'lat': 32.7881165, 'lng': 35.0421935}",restaurant
ChIJXbwOFYK6HRURoIpA1YcprLU,"{'lat': 32.7787751, 'lng': 35.03755080000001}",restaurant
ChIJvY7Rn3iwHRUR-vEK4cHfvcw,"{'lat': 32.7792581, 'lng': 35.0385443}",restaurant
ChIJ9-PG-ii7HRURfMIzZtxeT3c,"{'lat': 32.7793867, 'lng': 35.03858149999999}",restaurant
ChIJn0zSn3iwHRURmi-zBw_sdZg,"{'lat': 32.7782509, 'lng': 35.0389684}",restaurant
ChIJcwQ0oHiwHRURUAzw-hVj8wg,"{'lat': 32.7782508, 'lng': 35.0389685}",restaurant
ChIJcwQ0oHiwHRURVEqXg1J8flQ,"{'lat': 32.7782508, 'lng': 35.0389685}",restaurant
ChIJZ5GFRR6xHRUROs3x5Goz_hE,"{'lat': 32.7784284, 'lng': 35.0405261}",restaurant
ChIJY3Iv3HiwHRURwYAxBK39loE,"{'lat': 32.7780639, 'lng': 35.0406354}",restaurant
ChIJ3b9tQAKxHRURSVSoCt4SVzA,"{'lat': 32.7765542, 'lng': 35.0406409}",restaurant
ChIJHXxnmkaxHRUR2F74AGQzXdo,"{'lat': 32.7765542, 'lng': 35.0406409}",restaurant
ChIJy85WMEuxHRURn4OwFTbwlbA,"{'lat': 32.7753941, 'lng': 35.0419674}",restaurant
ChIJk39RBoyxHRURkEkjQe-KFTg,"{'lat': 32.7753941, 'lng': 35.0419674}",restaurant
ChIJHxMTYXKxHRUReUCS-jT55h4,"{'lat': 32.7748396, 'lng': 35.0421549}",restaurant
ChIJa_0ZSRaxHRURsphKvGaFnlk,"{'lat': 32.7746007, 'lng': 35.0423067}",restaurant
ChIJD3pJC3mwHRURYS3e2k6q9_Y,"{'lat': 32.7759356, 'lng': 35.0429223}",restaurant
ChIJre8heHmwHRURkafCGH-6-RE,"{'lat': 32.7756443, 'lng': 35.0439299}",restaurant
ChIJZW5NKXqwHRURYjSX03K6aPI,"{'lat': 32.7749213, 'lng': 35.0446601}",restaurant
ChIJ4QrSLXewHRURCCsKCi1Pf18,"{'lat': 32.77087410000001, 'lng': 35.0440212}",restaurant
ChIJny8plamxHRURlKFt0GkpoxE,"{'lat': 32.764387, 'lng': 35.043815}",restaurant
ChIJ2bkPFYK6HRURaJyGXjSl8k8,"{'lat': 32.77331540000001, 'lng': 35.0446431}",restaurant
ChIJmTn8vHCwHRUREDq1hkLk55Y,"{'lat': 32.7714687, 'lng': 35.0454894}",restaurant
ChIJ70fmqJCxHRURrzERrBCEICU,"{'lat': 32.771678, 'lng': 35.0457323}",restaurant
ChIJd8hiH26xHRURahFJ4_T1CY8,"{'lat': 32.7714536, 'lng': 35.0460001}",restaurant
ChIJezrwvtc1HRURE4qnJMKnmBE,"{'lat': 32.7736977, 'lng': 35.0460448}",restaurant
ChIJI8BU7RaxHRURBoHi3lt2-44,"{'lat': 32.7699567, 'lng': 35.0469215}",restaurant
ChIJkxEzDrSxHRURVn0dYJ1X-lU,"{'lat': 32.770512, 'lng': 35.0468891}",restaurant
ChIJ523P04exHRURbDnNX_rulgQ,"{'lat': 32.771384, 'lng': 35.0467965}",restaurant
ChIJV61N9HCwHRURRvZjIrfSndI,"{'lat': 32.7705616, 'lng': 35.0469478}",restaurant
ChIJZ0vikTexHRURwdi2_LRtby0,"{'lat': 32.7702169, 'lng': 35.0471356}",restaurant
ChIJFXWNgHCwHRURoaz08gvzACE,"{'lat': 32.771729, 'lng': 35.0470005}",restaurant
ChIJvSlqUHCwHRURJQekpXh5CdI,"{'lat': 32.7697951, 'lng': 35.0473577}",restaurant
ChIJ65f5UnCwHRUR4eOBm98X6iA,"{'lat': 32.769489899999996, 'lng': 35.0474633}",restaurant
ChIJmXU9UnCwHRURZWXpQzv8wJY,"{'lat': 32.7694898, 'lng': 35.0474634}",restaurant
ChIJ69QDWXCwHRURXyJW4dpIRNo,"{'lat': 32.77035560000001, 'lng': 35.0474565}",restaurant
ChIJTYF0gJGxHRUR49zBnoT5-ug,"{'lat': 32.7704924, 'lng': 35.0475465}",restaurant
ChIJ8ZeIXXCwHRURe1GTH_FD3Y8,"{'lat': 32.7704924, 'lng': 35.0475465}",restaurant
ChIJtcyIcnKwHRURn4Zj05s2WMI,"{'lat': 32.7649, 'lng': 35.049191}",restaurant
ChIJvSlqUHCwHRURfA2rEwiB_HE,"{'lat': 32.7697839, 'lng': 35.0476573}",restaurant
ChIJ17ZS9HCwHRURgfmUzJGXFYg,"{'lat': 32.7704924, 'lng': 35.0475465}",restaurant
ChIJKYd-6HGwHRURdKJYEX7jOxg,"{'lat': 32.769081, 'lng': 35.04927380000001}",restaurant
ChIJDb0WeHCwHRURijpCTTmh5JE,"{'lat': 32.7714097, 'lng': 35.0479708}",restaurant
ChIJz0_qjnqwHRURuTLXEil6yHA,"{'lat': 32.7726433, 'lng': 35.0475714}",restaurant
ChIJMdAkSx6xHRURy9qEKv2xR0E,"{'lat': 32.7724304, 'lng': 35.0479545}",restaurant
ChIJwzZxWrywHRURXbLymxzFQes,"{'lat': 32.8027413, 'lng': 35.0527499}",restaurant
ChIJwzZxWrywHRURElrP87PTrgI,"{'lat': 32.8027413, 'lng': 35.0527499}",restaurant
ChIJM1eqULywHRURMQHV-X2nDnY,"{'lat': 32.8027413, 'lng': 35.0527499}",restaurant
ChIJP6D24K-xHRURqQaDcUffZHk,"{'lat': 32.803429, 'lng': 35.05308100000001}",restaurant
ChIJlwQe3WqxHRURVWFMt6ZCL_g,"{'lat': 32.80940590000001, 'lng': 35.04810739999999}",restaurant
ChIJ9ZyD4buwHRURHVG-XEhR-7s,"{'lat': 32.8048781, 'lng': 35.05518119999999}",restaurant
ChIJuxCcb62xHRUR_wzwCURdJ1Y,"{'lat': 32.8049657, 'lng': 35.0552523}",restaurant
ChIJ__NxlbuwHRUR1uKKcug4plo,"{'lat': 32.8060176, 'lng': 35.0546104}",restaurant
ChIJ88kqhTW6HRURKek3ASWwBF0,"{'lat': 32.80618219999999, 'lng': 35.0550182}",restaurant
ChIJiUw_LPGxHRURYlOXFSdD2NA,"{'lat': 32.8067651, 'lng': 35.0547869}",restaurant
ChIJ7YPEKrqwHRURICkcnef7f_8,"{'lat': 32.8063872, 'lng': 35.0551626}",restaurant
ChIJF6Dff7mwHRUR_yUsQceOY5M,"{'lat': 32.806523, 'lng': 35.05535}",restaurant
ChIJle-JkrqwHRURvTS-QSxAUvg,"{'lat': 32.807971, 'lng': 35.0550905}",restaurant
ChIJE5vsfju3HRURlzuCBZacY4c,"{'lat': 32.8337927, 'lng': 35.0523281}",restaurant
ChIJ25rlRES3HRURGki2j8rXjRc,"{'lat': 32.8322222, 'lng': 35.0533333}",restaurant
ChIJQTmc9AO7HRURoPPlSAfXIF8,"{'lat': 32.83063430000001, 'lng': 35.0558903}",restaurant
ChIJg_nARh63HRURa-3FKvG7iBM,"{'lat': 32.8330713, 'lng': 35.0585041}",restaurant
ChIJ2xmZhYu3HRURXUW9M3jpzqg,"{'lat': 32.8303594, 'lng': 35.05777839999999}",restaurant
ChIJa3EWVUa3HRURzZA-QBEDtNA,"{'lat': 32.8301172, 'lng': 35.0579948}",restaurant
ChIJ25oZbDG3HRURmllTJiWYiGk,"{'lat': 32.8387085, 'lng': 35.059237}",restaurant
ChIJacLJif-3HRURVaxOfdZ2qzo,"{'lat': 32.8295279, 'lng': 35.0579883}",restaurant
ChIJQaovU0a3HRUREJg4s4Hts9I,"{'lat': 32.82952779999999, 'lng': 35.0579883}",restaurant
ChIJ7e3R5z-3HRUR2pf7C_lwgGw,"{'lat': 32.8357441, 'lng': 35.0620692}",restaurant
ChIJ0SJA4BS3HRURLrGH4WJtTu4,"{'lat': 32.8388301, 'lng': 35.0624605}",restaurant
ChIJk0pgppi3HRUROPPh7FOwoag,"{'lat': 32.8354723, 'lng': 35.0635895}",restaurant
ChIJDVtL0z-3HRURBFc93hVpOd4,"{'lat': 32.8354723, 'lng': 35.0635895}",restaurant
ChIJW_eBMz63HRURodJ9tCnuxTs,"{'lat': 32.8348755, 'lng': 35.06376799999999}",restaurant
ChIJSzrWDTi3HRURa-JSDpwIinE,"{'lat': 32.8271827, 'lng': 35.0612525}",restaurant
ChIJ7-CWx-y3HRURlwDRGsyXIKU,"{'lat': 32.8356002, 'lng': 35.0652426}",restaurant
ChIJkWJurk63HRURWyoRLFUdbgo,"{'lat': 32.8356002, 'lng': 35.0652426}",restaurant
ChIJrduSFdm3HRURSvgU-jSHwIE,"{'lat': 32.8356002, 'lng': 35.0652426}",restaurant
ChIJlwC98RW3HRURpLxdPG5GoWc,"{'lat': 32.8357677, 'lng': 35.0654078}",restaurant
ChIJdYTw7hW3HRURHL2oDg-nDss,"{'lat': 32.83605569999999, 'lng': 35.0654101}",restaurant
ChIJ1-66zmy3HRURKntGUamjxgY,"{'lat': 32.8433819, 'lng': 35.0604858}",restaurant
ChIJwSRRyRW3HRURU5rof4LK2Kw,"{'lat': 32.83762919999999, 'lng': 35.0651706}",restaurant
ChIJpadZ7xW3HRURkdnW3zWXrnk,"{'lat': 32.8362593, 'lng': 35.06551239999999}",restaurant
ChIJudMw3RW3HRURgX2sEaGAzpE,"{'lat': 32.8365019, 'lng': 35.0656916}",restaurant
ChIJOTXdRzi3HRURhBIvUNM5WqA,"{'lat': 32.8274219, 'lng': 35.0631318}",restaurant
ChIJafJw4D23HRURJSocn0rmsXc,"{'lat': 32.83358789999999, 'lng': 35.0663735}",restaurant
ChIJBayu3j23HRURYee3pjjja08,"{'lat': 32.83333299999999, 'lng': 35.066667}",restaurant
ChIJM9LtMZm3HRURzGIqG49qQqI,"{'lat': 32.8224502, 'lng': 35.0573756}",restaurant
ChIJL2LFTYO3HRURhQtN7MEBYbk,"{'lat': 32.8222122, 'lng': 35.0573616}",restaurant
ChIJmaskGZy3HRURu-hBJd0rNY4,"{'lat': 32.822093, 'lng': 35.0569486}",restaurant
ChIJGXomvWa3HRURc6ycvP5LR2g,"{'lat': 32.8217697, 'lng': 35.058731}",restaurant
ChIJ_WUac2y3HRURRbp_ukOu4sI,"{'lat': 32.8206813, 'lng': 35.051447}",restaurant
ChIJq6DF0xa3HRURa1agTwP8hHM,"{'lat': 32.8389173, 'lng': 35.0686151}",restaurant
ChIJWxVznpC3HRURzXjQieBRQnU,"{'lat': 32.8204219, 'lng': 35.054873}",restaurant
ChIJy4ohtcq3HRURMbKCweHwLdQ,"{'lat': 32.8201763, 'lng': 35.0512533}",restaurant
ChIJUb5AcEu3HRURcGzXtB_3a4Q,"{'lat': 32.82035, 'lng': 35.056366}",restaurant
ChIJIzuVnqC3HRURINJNFmV1Mwc,"{'lat': 32.83309519999999, 'lng': 35.0700649}",restaurant
ChIJP6PIZUu3HRUR47ib3uxdWPE,"{'lat': 32.82016749999999, 'lng': 35.0560379}",restaurant
ChIJeeWjJS23HRURIeY-kta0d2k,"{'lat': 32.8431807, 'lng': 35.0676778}",restaurant
ChIJx_ls70K3HRURguvHmjZ_fGw,"{'lat': 32.8431317, 'lng': 35.06778300000001}",restaurant
ChIJobH2vxG3HRURA9iFao3zp0c,"{'lat': 32.8431317, 'lng': 35.06778300000001}",restaurant
ChIJn9GpLHm3HRURLiM1goislZE,"{'lat': 32.8438329, 'lng': 35.0672049}",restaurant
ChIJQWem3hG3HRURVu1vVNI0sMM,"{'lat': 32.84378319999999, 'lng': 35.0672941}",restaurant
ChIJ59m1WEu3HRURNUHLv5p1fWk,"{'lat': 32.8195602, 'lng': 35.0553834}",restaurant
ChIJjwK3Gfm3HRUR6-3CgxUB4qc,"{'lat': 32.84265390000001, 'lng': 35.0686246}",restaurant
ChIJ-ZDNHBi3HRURu1c8rl8hpKE,"{'lat': 32.8339958, 'lng': 35.0713234}",restaurant
ChIJNXNraUyxHRURJu_0D82C92Q,"{'lat': 32.818965, 'lng': 35.0535007}",restaurant
ChIJ9yX3TIO3HRUR-3sJlkxR5H4,"{'lat': 32.8408396, 'lng': 35.0699479}",restaurant
ChIJQx4t5Cq3HRURBXBLzYjcNnI,"{'lat': 32.8409421, 'lng': 35.0699241}",restaurant
ChIJE1lp3hG3HRUR5iak-y4bXwo,"{'lat': 32.84412210000001, 'lng': 35.0678303}",restaurant
ChIJE1lp3hG3HRURzCE0XOYpBqU,"{'lat': 32.84412210000001, 'lng': 35.0678303}",restaurant
ChIJE1lp3hG3HRURTvtC9ungCUY,"{'lat': 32.84412210000001, 'lng': 35.0678303}",restaurant
ChIJjfsPUIG3HRURza58Q1N51YI,"{'lat': 32.84412210000001, 'lng': 35.0678303}",restaurant
ChIJx6Cv3hG3HRURNhitYPXCuGA,"{'lat': 32.8440285, 'lng': 35.0680313}",restaurant
ChIJe7YehUO3HRUR6kzOHuIWZl0,"{'lat': 32.8485494, 'lng': 35.0621333}",restaurant
ChIJw5eWEQ63HRUR9qpOtPcCS6w,"{'lat': 32.845453, 'lng': 35.0671443}",restaurant
ChIJQQo0rLSwHRURvdix_U2Wu1w,"{'lat': 32.8185446, 'lng': 35.05602210000001}",restaurant
ChIJh_nKkPqxHRURDfz9-gyIH7E,"{'lat': 32.8184811, 'lng': 35.05584450000001}",restaurant
ChIJsUhK0zC3HRURL9frZlH5okw,"{'lat': 32.8228909, 'lng': 35.0663375}",restaurant
ChIJffJdBx-xHRUR7HzGp2hzdnU,"{'lat': 32.81824029999999, 'lng': 35.0566953}",restaurant
