dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,takeout,wheelchair_accessible_entrance,curbside_pickup,website,price_level,sunday_open,sunday_close,wednesday_open,wednesday_close,friday_open,friday_close,saturday_open,saturday_close,open_on_saturday,geo_location,percent of religious,socio-economic rank,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher,grade
True,False,False,False,False,False,False,False,False,False,True,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7992985, 34.9840525]",0.0,1441.883,7,55,7,53,1,27,מסעדת בשרים,False,82.0
True,True,True,True,False,False,True,True,True,True,False,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.804688, 34.987641]",0.0,1332.0,27,62,13,63,3,29,מסעדה אסייאתית,False,80.0
True,False,True,True,True,True,True,True,True,True,True,False,True,2.0,510.0,1440.0,510.0,1440.0,480.0,1560.0,510.0,1440.0,True,"[32.8033599, 34.9873123]",0.0,1332.0,3,73,21,70,4,28,בתי קפה,False,80.0
True,True,True,True,True,True,True,True,False,True,True,False,True,2.0,510.0,1410.0,510.0,1410.0,480.0,1410.0,510.0,1410.0,True,"[32.804922, 34.9878746]",0.0,1332.0,26,60,13,61,3,30,מטבח ביתי,False,80.0
True,False,False,False,False,False,False,True,False,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8044886, 34.9878134]",0.0,1332.0,24,63,12,63,4,30,,,51.25
True,True,True,True,False,True,True,True,True,True,True,True,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1560.0,720.0,1440.0,True,"[32.7968544, 34.983835]",0.0,1483.0,18,49,16,33,4,26,פאבים וברים,False,90.0
True,False,False,False,False,False,False,True,False,True,False,False,False,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7970944, 34.9838614]",0.0,1483.0,16,49,13,34,4,28,סנדוויץ' בר,False,64.452
True,True,False,False,True,True,True,True,True,True,True,False,True,2.0,540.0,1380.0,540.0,1380.0,540.0,960.0,660.0,1380.0,True,"[32.7970944, 34.9838614]",0.0,1490.971,16,49,13,34,4,28,,False,94.0
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,630.0,1350.0,630.0,1350.0,600.0,900.0,-1.0,-1.0,False,"[32.7970944, 34.9838614]",0.0,1483.0,16,49,13,34,4,28,פאבים וברים,False,41.0
True,False,False,True,False,False,True,True,False,True,True,True,True,2.0,690.0,1350.0,690.0,1290.0,690.0,885.0,-1.0,-1.0,False,"[32.7967937, 34.9838793]",0.0,1480.5,19,48,16,33,4,26,,False,95.998
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,660.0,1440.0,660.0,1440.0,660.0,1440.0,660.0,1440.0,True,"[32.7970997, 34.9840392]",0.0,1480.5,15,49,13,34,4,28,,False,81.77
True,True,False,False,False,True,True,True,False,False,False,False,True,2.0,660.0,1320.0,660.0,1320.0,660.0,1260.0,660.0,1320.0,True,"[32.7970997, 34.9840392]",0.0,1480.5,15,49,13,34,4,28,,False,86.984
True,False,False,False,False,False,True,True,False,True,True,False,False,1.0,480.0,1560.0,480.0,1560.0,480.0,1740.0,480.0,1560.0,True,"[32.7971057, 34.9840666]",0.0,1480.5,15,49,13,34,4,28,שניצליה,True,84.0
True,False,True,True,False,False,True,False,False,False,False,False,False,2.0,720.0,1560.0,720.0,1560.0,720.0,1560.0,720.0,1500.0,True,"[32.7960417, 34.9842368]",5.670457975986278,1572.0,18,44,9,31,1,23,,False,86.0
True,False,False,False,False,False,False,True,True,True,False,False,True,2.0,630.0,1080.0,630.0,1080.0,630.0,900.0,-1.0,-1.0,False,"[32.796323, 34.9843125]",5.670457975986278,1480.5,17,46,16,31,1,24,,,94.0
True,True,True,True,False,True,True,True,True,True,True,False,True,2.0,690.0,1350.0,690.0,1350.0,690.0,1350.0,690.0,1350.0,True,"[32.796119, 34.9844197]",5.670457975986278,1480.5,17,46,9,30,1,22,מסעדה טבעונית,False,88.0
True,False,False,False,False,False,False,False,False,True,False,False,True,2.0,665.0,944.0,665.0,944.0,450.0,510.0,665.0,944.0,True,"[32.7978187, 34.9847264]",0.0,1480.5,6,52,0,38,2,29,מסעדה טבעונית,False,51.25
True,True,True,True,True,False,True,True,False,True,True,True,False,2.0,480.0,1560.0,480.0,1560.0,480.0,1560.0,480.0,1560.0,True,"[32.799179, 34.9850454]",0.0,1480.5,8,54,6,57,1,27,פאבים וברים,False,83.827
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7993979, 34.9864442]",0.0,1417.608,0,56,1,70,0,32,,,51.25
False,False,False,False,False,False,False,False,False,False,True,False,True,2.0,360.0,1320.0,360.0,1320.0,360.0,1020.0,420.0,1020.0,True,"[32.8009643, 34.9865074]",0.0,1478.0,0,64,0,72,1,30,,False,82.0
True,True,True,False,False,False,False,True,False,True,False,False,False,2.0,660.0,1440.0,660.0,1440.0,720.0,960.0,-1.0,-1.0,False,"[32.7873036, 34.9853018]",0.0,1498.752,6,108,3,30,3,30,מסעדת בשרים,False,75.949
True,True,False,False,False,False,False,False,False,True,True,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.787552, 34.985494]",0.0,1498.752,10,110,3,31,3,29,פיצריות,False,80.0
True,False,True,True,False,False,False,False,False,True,False,True,True,2.0,1080.0,1800.0,1080.0,1800.0,1080.0,1800.0,1080.0,1800.0,True,"[32.787574, 34.985926]",0.0,1480.5,10,110,3,31,2,29,,False,86.0
True,True,True,True,False,False,True,True,False,True,True,False,True,2.0,1080.0,1410.0,1080.0,1410.0,720.0,1500.0,720.0,1440.0,True,"[32.7877501, 34.9861851]",0.0,1480.5,11,110,4,31,1,29,מסעדה איטלקית,False,84.0
True,True,True,True,False,True,True,True,True,True,True,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.7857389, 34.9857333]",0.0,1515.6,16,108,5,26,2,26,פאבים וברים,False,86.0
True,False,True,True,True,True,True,True,True,True,True,False,True,2.0,480.0,1435.0,480.0,1435.0,480.0,1435.0,480.0,1435.0,True,"[32.7897764, 34.9862015]",0.0,1480.5,15,62,8,19,2,22,,False,82.0
True,False,True,False,True,True,True,True,True,True,True,False,True,2.0,480.0,1290.0,480.0,1290.0,480.0,810.0,-1.0,-1.0,False,"[32.785559, 34.985782]",0.0,1515.6,17,110,7,26,2,27,בתי קפה,False,84.0
True,True,True,True,False,False,True,True,True,True,True,True,True,2.0,690.0,1410.0,690.0,1410.0,690.0,1410.0,690.0,1410.0,True,"[32.789767, 34.9863569]",0.0,1480.5,17,62,8,19,3,22,מסעדת בשרים,False,82.0
True,False,True,True,True,True,True,True,True,True,False,False,True,2.0,420.0,1320.0,420.0,1320.0,420.0,1320.0,480.0,1320.0,True,"[32.7886642, 34.9865124]",0.0,1480.5,18,105,2,30,1,30,בתי קפה,False,88.0
True,True,False,False,False,False,False,False,False,True,True,False,True,2.0,720.0,1615.0,720.0,1615.0,720.0,1615.0,720.0,1615.0,True,"[32.7902159, 34.9863993]",5.670457975986278,1480.5,14,57,8,16,3,22,פיצריות,False,72.0
True,True,False,False,False,False,False,True,False,True,True,False,True,2.0,570.0,990.0,570.0,990.0,630.0,930.0,-1.0,-1.0,False,"[32.7851017, 34.9859327]",0.0,1515.6,19,99,8,22,3,27,,False,95.357
True,True,True,False,False,False,False,True,True,True,True,False,True,1.0,720.0,1440.0,720.0,1440.0,-1.0,-1.0,1170.0,1440.0,False,"[32.7851017, 34.9859327]",0.0,1515.6,19,99,8,22,3,27,פיצריות,False,83.782
True,False,False,False,False,False,False,True,True,True,True,False,True,1.0,660.0,1230.0,660.0,1230.0,660.0,1230.0,-1.0,-1.0,True,"[32.7849578, 34.986061]",0.0,1515.6,20,99,8,22,4,26,פיצריות,False,92.0
True,True,True,True,False,False,False,False,True,True,False,True,True,2.0,720.0,1500.0,720.0,1500.0,720.0,1560.0,720.0,1500.0,True,"[32.7896145, 34.9868635]",0.0,1480.5,17,63,6,19,4,26,מסעדת בשרים,False,90.0
True,True,True,True,True,True,True,True,True,True,True,True,True,2.0,600.0,1020.0,600.0,1320.0,600.0,960.0,600.0,1320.0,True,"[32.7904654, 34.9866915]",5.670457975986278,1480.5,13,59,7,27,4,22,,False,84.0
True,True,False,False,False,False,True,True,False,True,False,True,True,2.0,660.0,1440.0,660.0,1440.0,660.0,1560.0,720.0,1440.0,True,"[32.7905745, 34.9866816]",5.670457975986278,1480.5,12,55,6,27,3,21,מסעדת המבורגרים,False,89.998
True,False,False,False,False,False,True,True,False,True,True,False,True,2.0,660.0,1080.0,660.0,1080.0,660.0,840.0,-1.0,-1.0,False,"[32.7843424, 34.9860992]",0.0,1505.85,32,94,7,22,3,26,מסעדה מזרחית,True,82.0
True,False,True,False,False,False,True,True,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7845021, 34.9870281]",0.0,1515.6,40,95,8,22,4,25,,,26.249
True,True,True,True,False,False,True,True,False,True,True,False,True,2.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,True,"[32.7847763, 34.9872942]",0.0,1515.6,33,95,6,22,4,25,מסעדה דרום אמריקאית,False,90.0
True,True,True,True,False,False,True,True,False,True,True,False,True,2.0,690.0,1380.0,690.0,1380.0,690.0,840.0,1230.0,1440.0,False,"[32.7848169, 34.9873425]",0.0,1515.6,33,95,6,22,4,26,,,94.0
True,True,False,False,False,False,False,False,False,True,True,False,True,2.0,660.0,1380.0,660.0,1380.0,630.0,900.0,1110.0,1410.0,False,"[32.7846766, 34.9873124]",0.0,1515.6,33,95,6,22,4,25,פיצריות,True,61.951
True,False,True,False,False,False,True,True,False,True,True,False,True,2.0,-1.0,-1.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,True,"[32.7690964, 34.9915314]",5.670457975986278,1622.0,2,9,0,1,0,9,מסעדה מזרחית,False,63.771
True,False,False,False,False,False,True,True,False,True,True,False,True,2.0,600.0,1620.0,600.0,1620.0,600.0,900.0,1080.0,1620.0,True,"[32.8266667, 34.9877778]",1.8,392.0,15,69,13,27,1,23,מסעדה מזרחית,True,82.0
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,600.0,1320.0,600.0,1320.0,600.0,960.0,-1.0,-1.0,False,"[32.8266321, 34.987807]",1.8,392.0,15,70,13,27,1,23,,,62.098
True,True,False,False,False,False,False,False,False,True,False,False,False,2.0,-1.0,-1.0,780.0,1320.0,780.0,1320.0,780.0,1320.0,True,"[32.8253467, 34.988023]",1.8,389.938,15,70,0,33,0,30,,False,52.498
True,True,True,True,False,False,True,True,False,True,True,True,True,2.0,720.0,1320.0,660.0,1320.0,660.0,1380.0,660.0,1320.0,True,"[32.8249546, 34.9902833]",1.389,385.702,2,49,3,42,1,19,,False,80.0
True,True,True,False,False,False,True,True,False,True,True,False,True,2.0,480.0,930.0,480.0,930.0,480.0,930.0,480.0,1020.0,True,"[32.8245077, 34.9898291]",1.344,386.558,5,51,3,42,1,20,מסעדת בשרים,False,86.0
True,False,False,False,False,False,True,True,False,True,False,False,False,1.0,630.0,1260.0,630.0,1260.0,660.0,900.0,-1.0,-1.0,False,"[32.8243682, 34.9907467]",1.8,392.0,1,47,3,42,0,20,מסעדת בשרים,True,47.248
True,True,True,True,True,True,True,True,True,True,True,False,True,2.0,600.0,1440.0,600.0,1440.0,600.0,1440.0,600.0,1440.0,True,"[32.82307, 34.992164]",0.612,415.328,0,49,4,54,4,27,,False,84.0
True,True,True,False,True,True,True,True,True,True,True,False,True,2.0,420.0,1290.0,420.0,1290.0,420.0,900.0,510.0,1290.0,True,"[32.8227499, 34.9919587]",0.613,420.637,0,47,4,59,3,28,,False,84.0
True,True,False,False,True,False,True,True,True,True,True,False,True,2.0,660.0,1350.0,660.0,1350.0,660.0,1320.0,660.0,1380.0,True,"[32.8227227, 34.9919427]",0.613,420.637,0,47,4,59,3,28,,False,70.0
True,True,True,True,True,True,True,True,True,True,True,False,False,2.0,540.0,1500.0,540.0,1500.0,540.0,1500.0,540.0,1500.0,True,"[32.8225182, 34.9918384]",0.613,430.382,0,46,4,60,1,27,פאבים וברים,False,86.0
True,True,True,True,False,False,True,True,True,True,True,False,True,2.0,720.0,1410.0,720.0,1410.0,720.0,1440.0,720.0,1440.0,True,"[32.8211413, 34.9909322]",0.644,430.734,0,45,5,58,6,34,מסעדה אסייאתית,False,72.0
True,True,False,False,False,False,True,True,False,True,True,True,False,2.0,660.0,1350.0,660.0,1350.0,660.0,1350.0,660.0,1350.0,True,"[32.8210151, 34.9913217]",0.685,425.773,0,45,7,70,6,37,,False,80.0
True,False,True,True,False,False,True,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8205734, 34.9910778]",0.615,436.289,0,51,7,74,3,36,,,70.524
True,True,False,False,False,False,False,False,False,True,False,True,False,2.0,540.0,1200.0,540.0,1200.0,540.0,1200.0,-1.0,-1.0,True,"[32.8212419, 34.99202]",0.62,402.833,0,48,2,90,2,37,,False,93.743
True,False,True,True,True,False,True,True,False,True,False,False,True,2.0,600.0,1380.0,600.0,1380.0,600.0,1380.0,720.0,1410.0,True,"[32.8231008, 34.993341]",0.0,359.5,0,41,2,69,5,26,מסעדה מזרחית,False,45.658
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8230982, 34.9933499]",0.0,359.5,0,41,2,68,5,26,,,53.743
True,False,True,True,False,False,True,True,False,True,False,False,True,2.0,-1.0,-1.0,720.0,1320.0,720.0,1320.0,720.0,1140.0,True,"[32.8230951, 34.9933946]",0.0,359.5,0,43,2,69,5,26,מסעדה ערבית,False,92.0
True,False,False,False,False,False,True,True,False,True,False,False,True,2.0,660.0,1230.0,660.0,1230.0,660.0,1230.0,-1.0,-1.0,True,"[32.8207616, 34.9923464]",0.62,402.833,0,56,2,104,2,39,מסעדת בשרים,False,93.828
True,False,True,True,False,False,True,True,False,True,False,False,False,2.0,540.0,1440.0,540.0,1440.0,540.0,1440.0,540.0,1440.0,True,"[32.8220616, 34.9943576]",0.638,411.995,6,61,1,89,2,30,,False,73.931
True,True,False,False,False,False,True,False,False,True,False,True,False,2.0,720.0,1410.0,720.0,1410.0,720.0,1410.0,720.0,1410.0,True,"[32.816509, 34.9923835]",0.0,621.667,3,52,1,93,2,31,,False,58.34
True,False,True,True,True,False,False,True,False,True,True,False,True,2.0,-1.0,-1.0,480.0,1200.0,480.0,1200.0,480.0,1200.0,True,"[32.8187631, 34.9926622]",0.62,459.571,0,58,7,109,1,40,מסעדה מזרחית,False,84.0
True,False,False,False,False,False,True,True,False,True,False,False,False,1.0,660.0,1230.0,660.0,1230.0,660.0,1230.0,660.0,1230.0,True,"[32.8187327, 34.9928995]",0.62,459.571,0,62,7,113,1,37,אוכל רחוב,False,89.999
True,True,False,False,False,False,False,True,True,True,False,False,True,1.0,-1.0,-1.0,510.0,1110.0,510.0,1110.0,510.0,1110.0,True,"[32.8171075, 34.9936894]",0.959,375.0,0,61,15,123,3,34,אוכל רחוב,False,92.0
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,-1.0,-1.0,540.0,1080.0,510.0,870.0,-1.0,-1.0,False,"[32.8162349, 34.9938566]",7.61,375.0,0,61,13,119,0,38,,,72.716
True,False,False,False,False,False,False,True,False,True,False,False,True,1.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8160767, 34.9939072]",9.847,332.914,0,68,7,114,0,37,אוכל רחוב,False,40.477
True,False,False,False,True,False,False,True,True,True,False,False,True,1.0,-1.0,-1.0,480.0,960.0,480.0,960.0,480.0,960.0,True,"[32.8170166, 34.99385]",2.73,375.0,0,62,15,127,2,33,חומוסייה,False,96.0
True,False,False,False,False,False,False,True,False,True,False,False,True,1.0,-1.0,-1.0,540.0,1080.0,540.0,1080.0,540.0,1080.0,True,"[32.8171639, 34.9938698]",0.756,375.0,0,71,14,132,3,33,אוכל רחוב,False,91.997
False,False,False,False,False,False,False,False,False,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8169511, 34.9939378]",2.812,375.0,0,64,16,126,1,32,,False,54.983
True,False,False,False,False,False,False,True,False,True,False,False,True,2.0,-1.0,-1.0,450.0,1050.0,450.0,1050.0,450.0,1050.0,True,"[32.8167241, 34.9940949]",2.874,362.198,0,65,16,130,1,36,,False,91.543
True,False,False,False,False,False,False,True,False,True,False,False,False,2.0,630.0,1320.0,630.0,1320.0,630.0,1320.0,630.0,1320.0,True,"[32.8187982, 34.9933005]",0.62,459.571,0,68,7,122,1,36,,False,52.498
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8166317, 34.9941278]",2.874,362.198,0,65,16,131,0,38,,,54.983
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8168184, 34.9941487]",2.661,364.994,0,66,16,132,1,37,,,59.756
True,False,False,False,False,False,True,False,False,True,False,False,False,2.0,-1.0,-1.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.8189372, 34.993306]",0.62,459.571,0,69,7,120,1,38,,False,51.25
True,True,False,False,False,False,False,False,False,True,False,True,False,2.0,600.0,1380.0,600.0,1380.0,600.0,1380.0,600.0,1380.0,True,"[32.8189372, 34.993306]",0.62,459.571,0,69,7,120,1,38,,False,51.25
True,False,False,False,False,False,False,False,False,True,False,False,False,1.0,540.0,1080.0,540.0,1200.0,540.0,1200.0,540.0,1200.0,True,"[32.8188423, 34.993371]",0.62,459.571,0,70,7,121,1,37,,False,76.331
True,True,False,False,False,False,False,True,True,True,True,True,True,1.0,540.0,1440.0,540.0,1440.0,540.0,1440.0,540.0,1440.0,True,"[32.8126684, 34.9932052]",32.974,271.0,0,71,0,91,1,48,חומוסייה,False,88.0
True,False,False,False,False,False,False,False,False,True,True,False,False,2.0,-1.0,-1.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,True,"[32.8170301, 34.9941622]",2.215,371.194,0,70,15,140,1,33,,False,89.665
True,False,True,False,False,False,True,True,False,True,False,False,False,2.0,-1.0,-1.0,480.0,960.0,480.0,1200.0,480.0,1200.0,True,"[32.8169856, 34.9941721]",2.318,364.622,0,68,15,138,1,35,,False,58.511
True,True,False,False,False,False,False,True,False,True,False,False,False,2.0,-1.0,-1.0,660.0,1320.0,660.0,1320.0,840.0,1320.0,True,"[32.8187558, 34.9935536]",0.62,459.571,0,70,7,127,1,34,,False,58.662
True,True,False,False,False,False,True,True,False,True,True,False,True,2.0,630.0,1320.0,630.0,1320.0,630.0,1320.0,630.0,1320.0,True,"[32.8187558, 34.9935536]",0.62,459.571,0,70,7,127,1,34,,False,92.0
True,False,False,False,True,False,False,True,False,True,False,False,True,2.0,480.0,1020.0,480.0,1020.0,540.0,900.0,-1.0,-1.0,False,"[32.8137512, 34.9939423]",32.974,323.0,0,76,6,95,1,40,חומוסייה,False,96.0
True,False,False,False,False,False,False,True,True,True,False,False,True,1.0,-1.0,-1.0,300.0,1020.0,300.0,1020.0,300.0,1020.0,True,"[32.8174619, 34.994252]",0.639,382.393,0,94,14,148,1,39,אוכל רחוב,False,96.0
True,False,True,True,False,False,True,True,False,False,True,False,True,2.0,1080.0,1410.0,1080.0,1410.0,720.0,1410.0,720.0,1410.0,True,"[32.8062545, 34.9884621]",0.0,1214.0,21,60,5,61,0,30,,False,92.0
True,True,True,False,False,False,True,True,False,True,True,False,True,1.0,720.0,1440.0,720.0,1440.0,1260.0,1440.0,1060.0,1435.0,True,"[32.8055556, 34.9880556]",0.0,1331.122,30,59,11,61,1,29,פיצריות,True,88.0
True,True,True,False,False,False,True,True,False,True,False,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.8044886, 34.9878134]",0.0,1332.0,24,63,12,63,4,30,מסעדת המבורגרים,False,81.666
True,True,False,False,False,False,False,True,True,True,False,True,True,1.0,630.0,1230.0,630.0,1230.0,630.0,1050.0,-1.0,-1.0,True,"[32.8080479, 34.9925876]",24.235,437.956,0,8,0,24,1,32,,False,91.944
True,False,False,False,False,False,False,False,False,True,False,True,False,2.0,540.0,1380.0,540.0,1380.0,540.0,1380.0,1140.0,1380.0,True,"[32.8104743, 34.9913816]",48.573,401.0,0,7,1,42,1,38,בתי קפה,False,38.488
True,False,False,True,True,True,True,True,True,True,True,False,True,1.0,420.0,1500.0,420.0,1500.0,420.0,1500.0,420.0,1500.0,True,"[32.8098542, 34.9930835]",43.224,401.0,0,18,8,61,2,45,בתי קפה,False,90.0
True,True,True,False,False,False,True,True,False,True,True,False,False,1.0,540.0,1380.0,540.0,1380.0,540.0,900.0,1140.0,1380.0,False,"[32.7957095, 34.9898866]",5.670457975986278,802.7227171314742,5,23,1,13,1,24,פיצריות,False,92.0
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7940463, 34.989571]",5.670457975986278,1480.5,2,29,10,16,0,25,מסעדת המבורגרים,False,51.25
True,False,False,False,False,False,False,True,False,False,False,False,False,2.0,720.0,1140.0,660.0,1230.0,720.0,960.0,720.0,960.0,True,"[32.7940463, 34.989571]",5.670457975986278,1480.5,2,29,10,16,0,25,,False,51.25
True,False,False,False,False,False,False,False,False,True,False,False,False,2.0,600.0,1230.0,450.0,1170.0,600.0,960.0,-1.0,-1.0,False,"[32.8008987, 34.9924036]",5.670457975986278,802.7227171314742,0,15,0,1,1,23,,,51.25
True,True,True,False,False,False,True,True,False,True,False,False,False,2.0,600.0,1680.0,600.0,1680.0,600.0,1020.0,1245.0,1680.0,False,"[32.7876267, 34.9968417]",0.0,1423.667,0,34,2,4,1,32,,,64.372
True,True,False,False,True,False,False,False,False,True,True,False,True,2.0,450.0,1080.0,450.0,1080.0,420.0,900.0,-1.0,-1.0,False,"[32.7874399, 34.9969985]",0.0,1423.667,0,35,2,4,1,29,בתי קפה,,88.0
True,False,False,False,True,False,False,True,True,True,False,False,True,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.7949934, 34.9966651]",5.670457975986278,1590.0,5,19,1,2,1,14,,,51.25
True,True,True,True,False,True,True,True,True,True,True,False,True,2.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,True,"[32.7867204, 34.9989076]",25.873,1285.311,3,33,0,5,0,26,,False,92.0
True,True,True,False,False,False,True,True,True,True,True,False,True,2.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,720.0,1440.0,True,"[32.777771, 34.9998741]",5.670457975986278,802.7227171314742,8,10,1,1,3,30,פיצריות,False,86.0
True,True,True,True,False,False,True,True,True,True,False,False,True,2.0,420.0,1380.0,420.0,1380.0,420.0,1380.0,660.0,1380.0,True,"[32.7775103, 35.0000117]",5.670457975986278,802.7227171314742,8,10,1,1,4,29,,False,82.0
False,False,False,False,False,False,False,False,False,False,True,False,True,2.0,-1.0,-1.0,540.0,1080.0,480.0,900.0,-1.0,-1.0,False,"[32.7843417, 35.004031]",5.670457975986278,1413.0,3,15,0,1,4,21,,,89.988
True,True,False,False,False,False,False,True,True,True,False,True,True,2.0,480.0,1200.0,480.0,1200.0,-1.0,-1.0,-1.0,-1.0,False,"[32.7768851, 35.0053821]",5.670457975986278,802.7227171314742,0,17,0,0,2,36,,,56.218
True,True,True,False,False,False,True,True,True,True,True,False,True,2.0,510.0,1290.0,510.0,1290.0,510.0,1290.0,510.0,1290.0,True,"[32.7888442, 35.002832]",77.62,1008.6,3,43,0,21,1,16,מסעדה מזרחית,False,82.0
True,True,True,True,False,False,True,True,True,True,False,False,True,2.0,720.0,1380.0,720.0,1380.0,720.0,1380.0,1080.0,1380.0,True,"[32.768668, 35.0034939]",0.0,1384.625,6,12,1,2,1,18,מסעדה יפנית,False,86.0
True,False,True,False,False,False,False,True,False,True,False,True,True,2.0,540.0,1020.0,540.0,1020.0,-1.0,-1.0,-1.0,-1.0,False,"[32.7695817, 35.0071062]",0.0,1384.625,1,15,0,6,3,21,,,42.725
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,581.0,1291.0,588.0,1292.0,571.0,1116.0,766.0,1365.0,,"[32.8211355, 34.9965566]",0.0,359.5,14,56,10,106,5,32,מסעדת קונספט,False,51.25
True,False,True,True,False,False,True,True,True,False,True,False,True,2.0,1080.0,1410.0,1080.0,1410.0,1080.0,1410.0,780.0,1410.0,True,"[32.8210623, 34.9965918]",0.0,359.5,13,56,11,113,4,32,,False,91.987
True,True,False,True,False,False,True,True,False,True,True,True,True,1.0,660.0,1380.0,660.0,1380.0,660.0,1380.0,660.0,1380.0,True,"[32.8208738, 34.9968349]",0.0,359.5,22,56,15,116,4,34,פאבים וברים,False,90.0
True,True,True,True,False,False,False,True,True,True,True,False,True,2.0,720.0,1020.0,720.0,1020.0,-1.0,-1.0,720.0,1020.0,True,"[32.8208132, 34.9960782]",1.8,392.0,16,59,11,126,2,35,,False,85.936
True,False,True,True,False,False,True,True,False,True,True,False,True,2.0,750.0,1020.0,750.0,1020.0,720.0,960.0,750.0,1020.0,True,"[32.8202855, 34.9974204]",0.544,387.878,26,56,28,138,3,30,מסעדה רומנית,False,84.0
True,True,True,False,False,False,True,True,True,True,True,True,True,2.0,660.0,1500.0,660.0,1500.0,-1.0,-1.0,1020.0,1560.0,True,"[32.820248, 34.9976646]",0.0,359.5,28,56,19,134,2,30,,False,90.706
True,False,False,False,True,False,False,False,False,True,True,False,True,2.0,360.0,1020.0,360.0,1020.0,360.0,840.0,-1.0,-1.0,False,"[32.8202094, 34.9982766]",0.0,359.5,27,62,13,129,0,28,בתי קפה,True,92.0
True,False,True,True,True,True,True,False,True,False,True,False,True,2.0,-1.0,-1.0,1080.0,1380.0,600.0,1440.0,720.0,1380.0,True,"[32.820439, 34.9964747]",1.8,392.0,19,56,26,133,4,37,,False,94.0
True,True,False,False,False,False,True,True,False,True,True,False,True,1.0,630.0,1380.0,630.0,1380.0,630.0,1320.0,720.0,1320.0,True,"[32.8202064, 34.9971918]",0.546,388.145,24,56,27,140,3,30,חומוסייה,False,78.0
True,True,False,False,True,False,False,True,False,True,False,True,True,2.0,480.0,1380.0,480.0,1380.0,480.0,1380.0,540.0,1380.0,True,"[32.8201204, 34.9977989]",0.0,359.5,27,58,19,136,2,30,,False,58.511
True,False,False,False,False,False,False,False,False,False,False,False,False,2.0,450.0,1140.0,450.0,1140.0,480.0,960.0,-1.0,-1.0,False,"[32.8200047, 34.9969316]",1.8,392.0,12,56,27,142,2,32,מסעדת בשרים,False,26.249
True,True,False,False,False,False,True,True,False,True,True,False,True,2.0,600.0,1110.0,600.0,1110.0,600.0,1080.0,-1.0,-1.0,True,"[32.8199995, 34.9968446]",0.546,384.897,11,56,25,141,2,31,,False,96.0
True,False,True,True,False,False,True,True,False,True,True,False,True,2.0,1200.0,1560.0,1200.0,1560.0,1260.0,1680.0,1200.0,1560.0,True,"[32.8199431, 34.9969479]",1.8,392.0,9,56,24,142,2,32,מסעדה ים תיכונית,False,86.0
