station_id,geo_location
13515,"{'lat': 32.821094, 'lng': 34.973502}"
11159,"{'lat': 32.780001, 'lng': 34.985411}"
11661,"{'lat': 32.818978, 'lng': 34.982951}"
11502,"{'lat': 32.790454, 'lng': 34.986961}"
11655,"{'lat': 32.788901, 'lng': 34.992993}"
11507,"{'lat': 32.787193, 'lng': 34.988849}"
11497,"{'lat': 32.787767, 'lng': 34.986037}"
11266,"{'lat': 32.813802, 'lng': 35.000518}"
13628,"{'lat': 32.777935, 'lng': 34.98636}"
13471,"{'lat': 32.767055, 'lng': 35.01242}"
13469,"{'lat': 32.761979, 'lng': 35.01833}"
13468,"{'lat': 32.763103, 'lng': 35.016927}"
13466,"{'lat': 32.775091, 'lng': 35.027749}"
13379,"{'lat': 32.789732, 'lng': 34.99743}"
13385,"{'lat': 32.815098, 'lng': 34.960203}"
13485,"{'lat': 32.787714, 'lng': 34.970588}"
3297,"{'lat': 32.773449, 'lng': 35.011198}"
6091,"{'lat': 32.773217, 'lng': 35.006206}"
6092,"{'lat': 32.773372, 'lng': 35.00575}"
6093,"{'lat': 32.775027, 'lng': 35.003142}"
6332,"{'lat': 32.777448, 'lng': 35.005548}"
6271,"{'lat': 32.831627, 'lng': 35.065855}"
6345,"{'lat': 32.789717, 'lng': 35.0206}"
6311,"{'lat': 32.785147, 'lng': 35.011977}"
6321,"{'lat': 32.802918, 'lng': 35.001125}"
6330,"{'lat': 32.764862, 'lng': 34.981423}"
6343,"{'lat': 32.817357, 'lng': 34.984233}"
6347,"{'lat': 32.799034, 'lng': 35.011981}"
6278,"{'lat': 32.808636, 'lng': 35.061319}"
6310,"{'lat': 32.792509, 'lng': 35.00912}"
6296,"{'lat': 32.810643, 'lng': 34.982295}"
6280,"{'lat': 32.808627, 'lng': 35.061285}"
6338,"{'lat': 32.796494, 'lng': 35.011307}"
6333,"{'lat': 32.791908, 'lng': 35.022855}"
6329,"{'lat': 32.795636, 'lng': 35.01878}"
6380,"{'lat': 32.819528, 'lng': 34.980597}"
11504,"{'lat': 32.792707, 'lng': 34.986229}"
10656,"{'lat': 32.786578, 'lng': 34.996333}"
10658,"{'lat': 32.79418, 'lng': 35.018054}"
10660,"{'lat': 32.789643, 'lng': 34.992089}"
10683,"{'lat': 32.814253, 'lng': 34.957152}"
10688,"{'lat': 32.818689, 'lng': 34.957599}"
10689,"{'lat': 32.816417, 'lng': 34.956185}"
10698,"{'lat': 32.794095, 'lng': 35.013571}"
10699,"{'lat': 32.792317, 'lng': 35.015972}"
2837,"{'lat': 32.786598, 'lng': 35.009494}"
2798,"{'lat': 32.778341, 'lng': 34.991198}"
1989,"{'lat': 32.817775, 'lng': 34.993147}"
2339,"{'lat': 32.785171, 'lng': 34.966618}"
6174,"{'lat': 32.789547, 'lng': 34.99615}"
11167,"{'lat': 32.773656, 'lng': 34.990477}"
10987,"{'lat': 32.783155, 'lng': 34.987593}"
11548,"{'lat': 32.801336, 'lng': 35.008024}"
11514,"{'lat': 32.806589, 'lng': 34.969879}"
10811,"{'lat': 32.767141, 'lng': 35.007395}"
1383,"{'lat': 32.801737, 'lng': 34.990347}"
133,"{'lat': 32.798907, 'lng': 34.999751}"
1109,"{'lat': 32.775742, 'lng': 35.008747}"
1106,"{'lat': 32.806589, 'lng': 34.963155}"
1388,"{'lat': 32.801729, 'lng': 34.990432}"
1386,"{'lat': 32.782159, 'lng': 35.015969}"
174,"{'lat': 32.765013, 'lng': 34.985215}"
1396,"{'lat': 32.77567, 'lng': 35.007807}"
1399,"{'lat': 32.773296, 'lng': 35.011348}"
1402,"{'lat': 32.806797, 'lng': 35.036283}"
1404,"{'lat': 32.766055, 'lng': 34.984751}"
1406,"{'lat': 32.795455, 'lng': 35.007047}"
1098,"{'lat': 32.777376, 'lng': 35.013121}"
1101,"{'lat': 32.783083, 'lng': 34.993507}"
1102,"{'lat': 32.818198, 'lng': 34.97421}"
1104,"{'lat': 32.770729, 'lng': 35.007073}"
1111,"{'lat': 32.82101, 'lng': 35.069784}"
1113,"{'lat': 32.782255, 'lng': 35.015992}"
1115,"{'lat': 32.823983, 'lng': 34.983731}"
1120,"{'lat': 32.832132, 'lng': 34.975971}"
1122,"{'lat': 32.808728, 'lng': 34.960857}"
1130,"{'lat': 32.820268, 'lng': 35.069227}"
1133,"{'lat': 32.821461, 'lng': 34.966614}"
1134,"{'lat': 32.817325, 'lng': 35.048109}"
1139,"{'lat': 32.784887, 'lng': 35.017378}"
1143,"{'lat': 32.804312, 'lng': 34.996739}"
1149,"{'lat': 32.799114, 'lng': 34.99664}"
3301,"{'lat': 32.806552, 'lng': 34.960821}"
10889,"{'lat': 32.7932, 'lng': 34.99804}"
4380,"{'lat': 32.784711, 'lng': 34.999342}"
5031,"{'lat': 32.803794, 'lng': 34.995792}"
5049,"{'lat': 32.807251, 'lng': 34.959964}"
3308,"{'lat': 32.774269, 'lng': 35.01349}"
3256,"{'lat': 32.806573, 'lng': 34.960915}"
3307,"{'lat': 32.773076, 'lng': 35.012144}"
4849,"{'lat': 32.798915, 'lng': 35.015054}"
5032,"{'lat': 32.809231, 'lng': 34.959307}"
5033,"{'lat': 32.806659, 'lng': 34.960187}"
5040,"{'lat': 32.775883, 'lng': 35.008405}"
5053,"{'lat': 32.838485, 'lng': 35.058178}"
5055,"{'lat': 32.837014, 'lng': 35.06045}"
1988,"{'lat': 32.809613, 'lng': 35.002847}"
2503,"{'lat': 32.797217, 'lng': 34.983222}"
1382,"{'lat': 32.820481, 'lng': 34.958001}"
30997,"{'lat': 32.807454, 'lng': 35.000618}"
31001,"{'lat': 32.808348, 'lng': 34.989822}"
31002,"{'lat': 32.804655, 'lng': 34.992444}"
29507,"{'lat': 32.807566, 'lng': 35.0011}"
30562,"{'lat': 32.763244, 'lng': 35.01641}"
30563,"{'lat': 32.773846, 'lng': 35.026578}"
30567,"{'lat': 32.793306, 'lng': 35.032932}"
30195,"{'lat': 32.811931, 'lng': 35.038881}"
30197,"{'lat': 32.816623, 'lng': 35.042378}"
30216,"{'lat': 32.76309, 'lng': 35.015765}"
1114,"{'lat': 32.821086, 'lng': 34.991183}"
1144,"{'lat': 32.820881, 'lng': 34.991005}"
1141,"{'lat': 32.78158, 'lng': 35.00877}"
1312,"{'lat': 32.815065, 'lng': 35.065683}"
1385,"{'lat': 32.782204, 'lng': 35.009595}"
112,"{'lat': 32.810261, 'lng': 34.974747}"
113,"{'lat': 32.808391, 'lng': 34.97473}"
114,"{'lat': 32.808905, 'lng': 34.985431}"
118,"{'lat': 32.82049, 'lng': 34.969336}"
120,"{'lat': 32.824366, 'lng': 34.971213}"
124,"{'lat': 32.800254, 'lng': 35.011799}"
125,"{'lat': 32.813436, 'lng': 34.998089}"
127,"{'lat': 32.836719, 'lng': 35.059769}"
134,"{'lat': 32.816618, 'lng': 34.986267}"
143,"{'lat': 32.783773, 'lng': 34.99887}"
144,"{'lat': 32.806847, 'lng': 34.980117}"
146,"{'lat': 32.774713, 'lng': 34.992776}"
147,"{'lat': 32.780019, 'lng': 34.990586}"
150,"{'lat': 32.83643, 'lng': 35.066876}"
151,"{'lat': 32.775406, 'lng': 35.001508}"
155,"{'lat': 32.776306, 'lng': 35.013862}"
156,"{'lat': 32.816927, 'lng': 35.044932}"
160,"{'lat': 32.793966, 'lng': 35.022151}"
163,"{'lat': 32.791855, 'lng': 34.992604}"
171,"{'lat': 32.805711, 'lng': 34.972859}"
2639,"{'lat': 32.804261, 'lng': 34.996414}"
2642,"{'lat': 32.776677, 'lng': 34.999722}"
2644,"{'lat': 32.820107, 'lng': 34.959801}"
2647,"{'lat': 32.794364, 'lng': 35.018336}"
2650,"{'lat': 32.766718, 'lng': 34.982667}"
2652,"{'lat': 32.810071, 'lng': 34.95903}"
2653,"{'lat': 32.765517, 'lng': 34.990067}"
2656,"{'lat': 32.806102, 'lng': 35.007637}"
2657,"{'lat': 32.807356, 'lng': 34.986814}"
2662,"{'lat': 32.780938, 'lng': 35.009357}"
31388,"{'lat': 32.830549, 'lng': 35.063441}"
31389,"{'lat': 32.827882, 'lng': 35.062708}"
31392,"{'lat': 32.823167, 'lng': 35.058932}"
31393,"{'lat': 32.815384, 'lng': 35.061543}"
31397,"{'lat': 32.804774, 'lng': 35.004361}"
31434,"{'lat': 32.817858, 'lng': 35.07775}"
31437,"{'lat': 32.810972, 'lng': 35.070096}"
31438,"{'lat': 32.810328, 'lng': 35.069396}"
31439,"{'lat': 32.807343, 'lng': 35.061936}"
31444,"{'lat': 32.821649, 'lng': 34.990732}"
31449,"{'lat': 32.827696, 'lng': 34.983745}"
31452,"{'lat': 32.804835, 'lng': 35.003294}"
31461,"{'lat': 32.815175, 'lng': 35.001834}"
31471,"{'lat': 32.790104, 'lng': 34.959318}"
31474,"{'lat': 32.79034, 'lng': 34.961343}"
31482,"{'lat': 32.830391, 'lng': 34.970092}"
31487,"{'lat': 32.819498, 'lng': 35.061621}"
31492,"{'lat': 32.83019, 'lng': 34.975495}"
31256,"{'lat': 32.793251, 'lng': 35.038895}"
31257,"{'lat': 32.805826, 'lng': 35.056547}"
31258,"{'lat': 32.806252, 'lng': 35.057074}"
27321,"{'lat': 32.790327, 'lng': 34.983407}"
29981,"{'lat': 32.773833, 'lng': 35.026573}"
